@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
6181,'2022/11/07 17:29:37:404',18,4.510918,14.032998,2.486256,2.618722,6.914741,6.914594,22.15406,3
6182,'2022/11/07 17:29:37:449',18,4.292689,13.750505,2.442194,2.547267,6.917999,6.926381,21.996313,3
6183,'2022/11/07 17:29:37:495',18,4.196097,13.523082,2.698912,2.770775,6.75189,6.75201,21.909412,3
6184,'2022/11/07 17:29:37:541',18,4.243779,13.816719,2.626647,2.694657,6.708605,6.72436,21.850451,3
6185,'2022/11/07 17:29:37:588',18,4.304632,14.226377,2.638969,2.683252,6.602941,6.629291,21.64003,3
6186,'2022/11/07 17:29:37:634',18,4.152352,14.136152,2.750035,2.740527,6.484369,6.525743,21.365873,3
6187,'2022/11/07 17:29:37:680',18,4.200288,14.274055,2.760186,2.730601,6.46505,6.511666,21.245657,3
6188,'2022/11/07 17:29:37:726',18,4.296803,13.888221,2.58861,2.565764,6.602338,6.626688,21.513391,3
6189,'2022/11/07 17:29:37:772',18,4.254438,13.857165,2.573032,2.534513,6.610215,6.592132,21.818502,3
6190,'2022/11/07 17:29:37:817',18,4.380613,13.505075,2.457843,2.356928,6.759737,6.731444,22.153076,3
6191,'2022/11/07 17:29:37:876',18,4.279041,13.116256,2.303814,2.155184,6.744763,6.70665,22.1478,3
6192,'2022/11/07 17:29:37:926',18,4.262603,13.176963,2.481705,2.311573,6.534536,6.579829,21.760586,3
6193,'2022/11/07 17:29:37:979',18,4.134129,13.100264,2.489939,2.28639,6.60616,6.647892,21.589848,3
6194,'2022/11/07 17:29:38:030',18,4.03941,13.536966,2.509867,2.329971,6.469978,6.534512,21.547182,3
6195,'2022/11/07 17:29:38:077',18,4.104204,13.767622,2.450642,2.257337,6.571851,6.625116,21.501743,3
6196,'2022/11/07 17:29:38:121',18,4.277498,13.641627,2.656156,2.508042,6.797122,6.779315,21.878197,3
6197,'2022/11/07 17:29:38:163',18,4.411396,13.698677,2.650202,2.566307,6.876259,6.84988,22.008965,3
6198,'2022/11/07 17:29:38:208',18,4.477029,14.020478,2.55413,2.520105,6.937041,6.927114,21.967926,3
6199,'2022/11/07 17:29:38:254',18,4.300976,13.857703,2.695974,2.790108,6.703221,6.745719,21.713163,3
6200,'2022/11/07 17:29:38:300',18,4.398983,13.993358,2.585128,2.723536,6.762909,6.809192,22.12219,3
6201,'2022/11/07 17:29:38:346',18,4.423991,13.598896,2.512876,2.667926,6.828923,6.868212,22.37639,3
6202,'2022/11/07 17:29:38:392',18,4.292118,13.606782,2.412302,2.554474,6.788897,6.814802,22.403282,3
6203,'2022/11/07 17:29:38:439',18,4.154179,13.312452,2.322039,2.453132,6.834717,6.826678,22.514423,3
6204,'2022/11/07 17:29:38:484',18,3.326419,12.8838,2.322839,2.446385,6.794974,6.779228,22.419008,3
6205,'2022/11/07 17:29:38:545',18,1.945006,12.99464,2.44549,2.546048,6.78816,6.773486,22.423458,3
6206,'2022/11/07 17:29:38:595',18,0.842988,13.030848,2.432512,2.539044,6.602433,6.603742,22.728252,3
6207,'2022/11/07 17:29:38:643',18,1.070862,13.294012,2.321867,2.431813,6.712952,6.745821,22.900564,3
6208,'2022/11/07 17:29:38:689',18,1.282616,13.395118,2.371615,2.48858,6.634619,6.649518,23.172903,3
6209,'2022/11/07 17:29:38:736',18,1.285299,13.827597,2.344491,2.486914,6.577933,6.603775,23.039459,3
6210,'2022/11/07 17:29:38:781',18,1.226282,14.044116,2.379511,2.552725,6.601374,6.637861,23.264551,3
6211,'2022/11/07 17:29:38:828',18,1.290373,13.999319,2.378281,2.559733,6.604891,6.648226,23.364073,3
6212,'2022/11/07 17:29:38:874',18,1.35567,14.041288,2.359611,2.534814,6.58973,6.646249,23.440094,3
6213,'2022/11/07 17:29:38:920',18,1.236697,14.182275,2.279183,2.489245,6.586108,6.651345,23.530712,3
6214,'2022/11/07 17:29:38:966',18,1.315407,14.289674,2.181742,2.39773,6.623341,6.676451,23.536251,3
6215,'2022/11/07 17:29:39:012',18,1.291157,14.437947,2.184194,2.387195,6.628266,6.678152,23.582476,3
6216,'2022/11/07 17:29:39:058',18,1.116121,14.423723,2.249361,2.40347,6.540832,6.595545,23.72402,3
6217,'2022/11/07 17:29:39:105',18,1.162204,14.428968,2.322988,2.446202,6.429022,6.481327,23.508896,3
6218,'2022/11/07 17:29:39:150',18,1.009214,14.281572,2.461768,2.486497,6.379067,6.391716,23.262108,3
6219,'2022/11/07 17:29:39:197',18,1.112957,14.466014,2.451702,2.427646,6.361058,6.372064,23.33604,3
6220,'2022/11/07 17:29:39:244',18,0.905361,14.610991,2.435006,2.335241,6.372473,6.391891,23.538168,3
6221,'2022/11/07 17:29:39:290',18,0.945063,14.357885,2.538334,2.31717,6.411471,6.334029,23.532003,3
6222,'2022/11/07 17:29:39:336',18,0.804042,14.301974,2.490088,2.246907,6.409956,6.321731,23.53124,3
6223,'2022/11/07 17:29:39:398',18,0.77587,14.334991,2.479658,2.181157,6.407238,6.300688,23.164843,3
6224,'2022/11/07 17:29:39:444',18,0.954697,14.728923,2.63378,2.336474,6.324479,6.202458,22.820763,3
6225,'2022/11/07 17:29:39:491',18,0.894673,13.986971,2.490304,2.184415,6.41805,6.308507,23.025011,3
6226,'2022/11/07 17:29:39:538',18,0.91336,13.508495,2.696521,2.39825,6.287503,6.178926,22.956333,3
6227,'2022/11/07 17:29:39:583',18,0.752497,13.383236,2.46384,2.179367,6.465436,6.350137,22.837038,3
6228,'2022/11/07 17:29:39:630',18,0.754422,13.206985,2.467755,2.203644,6.429526,6.325007,22.693842,3
6229,'2022/11/07 17:29:39:676',18,0.748554,13.210665,2.47672,2.211495,6.541076,6.446899,22.686125,3
6230,'2022/11/07 17:29:39:722',18,0.747136,12.942761,2.503765,2.280372,6.463701,6.387099,22.802931,3
6231,'2022/11/07 17:29:39:768',18,0.734488,13.059239,2.390976,2.20043,6.457498,6.421425,22.951794,3
6232,'2022/11/07 17:29:39:814',18,0.763316,13.195642,2.349965,2.189469,6.442768,6.410345,23.083523,3
6233,'2022/11/07 17:29:39:861',18,0.804294,13.681232,2.462647,2.32215,6.418149,6.41117,23.054907,3
6234,'2022/11/07 17:29:39:906',18,0.913755,14.12383,2.517106,2.419032,6.368507,6.380406,22.665493,3
6235,'2022/11/07 17:29:39:953',18,1.098538,14.27976,2.358024,2.290275,6.4933,6.503922,22.657852,3
6236,'2022/11/07 17:29:39:999',18,1.204032,14.324014,2.468654,2.417341,6.515724,6.5156,22.452398,3
6237,'2022/11/07 17:29:40:045',18,1.012831,13.792718,2.585973,2.552006,6.562931,6.585381,22.452887,3
6238,'2022/11/07 17:29:40:092',18,0.986094,13.753762,2.606299,2.599048,6.647797,6.632452,21.979031,3
6239,'2022/11/07 17:29:40:138',18,0.926144,13.685148,2.685093,2.658829,6.753668,6.734977,21.57548,3
6240,'2022/11/07 17:29:40:183',18,0.931278,13.588683,2.756088,2.710325,6.677916,6.675838,21.282434,3
6241,'2022/11/07 17:29:40:229',18,0.88524,13.21675,2.735674,2.718479,6.677297,6.715401,21.099546,3
6242,'2022/11/07 17:29:40:275',18,0.903544,13.220085,2.860719,2.849174,6.617994,6.644675,21.28035,3
6243,'2022/11/07 17:29:40:321',18,0.957849,12.776875,2.813647,2.779981,6.688447,6.674502,21.117065,3
6244,'2022/11/07 17:29:40:368',18,0.977317,13.057132,2.72794,2.676685,6.660371,6.685903,20.889313,3
6245,'2022/11/07 17:29:40:413',18,0.940667,12.509702,2.771283,2.732361,6.706165,6.731369,20.983906,3
6246,'2022/11/07 17:29:40:460',18,0.98697,12.545191,2.848068,2.769555,6.572103,6.616738,20.950634,3
6247,'2022/11/07 17:29:40:506',18,0.991381,12.333264,2.76185,2.686187,6.649783,6.71678,20.817112,3
6248,'2022/11/07 17:29:40:551',18,1.173937,11.5954,2.646499,2.604393,6.692444,6.781014,23.173256,3
6249,'2022/11/07 17:29:40:598',18,1.119927,11.744297,2.68768,2.640414,6.520458,6.65981,22.861294,3
6250,'2022/11/07 17:29:40:643',18,1.032121,11.48634,2.649028,2.605793,6.474705,6.656168,22.552063,3
6251,'2022/11/07 17:29:40:690',18,1.091365,10.906881,2.812788,2.79432,6.602695,6.800853,22.285366,3
6252,'2022/11/07 17:29:40:736',18,1.033933,10.887836,2.85368,2.824238,6.425571,6.595144,21.98481,3
6253,'2022/11/07 17:29:40:782',18,1.047092,11.563832,2.811849,2.786498,6.445612,6.605663,22.217028,3
6254,'2022/11/07 17:29:40:829',18,1.197489,11.235743,2.867095,2.855823,6.434218,6.716433,22.611563,3
6255,'2022/11/07 17:29:40:875',18,1.220372,11.521799,2.823624,2.817746,6.491221,6.75313,22.245411,3
6256,'2022/11/07 17:29:40:921',18,1.282192,10.119205,2.694652,2.689799,6.545158,6.884107,22.985682,3
6257,'2022/11/07 17:29:40:968',18,1.53795,10.118025,2.702339,2.717547,6.841312,7.196103,22.964249,3
6258,'2022/11/07 17:29:41:014',18,1.780006,10.174643,2.813644,2.836416,6.671249,7.015603,23.139803,3
6259,'2022/11/07 17:29:41:060',18,3.151177,11.099984,2.764257,2.777544,6.606143,7.031984,23.209509,3
6260,'2022/11/07 17:29:41:110',18,3.300388,11.422441,2.731349,2.743717,6.528421,6.895311,23.444164,3
6261,'2022/11/07 17:29:41:162',18,4.089692,12.039578,2.690768,2.703214,6.475891,6.903534,23.856325,3
6262,'2022/11/07 17:29:41:212',18,4.072699,12.016503,2.722995,2.720107,6.602382,6.999663,24.022823,3
6263,'2022/11/07 17:29:41:265',18,4.452935,12.625864,2.670369,2.699368,6.43866,6.747889,24.179272,3
6264,'2022/11/07 17:29:41:315',18,4.617165,12.719504,2.540287,2.566912,6.520611,6.783184,24.18417,3
6265,'2022/11/07 17:29:41:369',18,4.912977,12.933694,2.60386,2.634496,6.419697,6.71143,24.126892,3
6266,'2022/11/07 17:29:41:423',18,4.972156,13.141264,2.347921,2.393844,6.609823,6.8319,24.583742,3
6267,'2022/11/07 17:29:41:473',18,5.045465,12.936893,2.472019,2.562111,6.479948,6.694098,24.601299,3
6268,'2022/11/07 17:29:41:523',18,5.114052,13.284197,2.509429,2.620798,6.318439,6.583427,24.380888,3
6269,'2022/11/07 17:29:41:575',18,5.064516,13.358724,2.473419,2.586962,6.26151,6.519163,24.170551,3
6270,'2022/11/07 17:29:41:623',18,5.20723,13.336435,2.485032,2.616417,6.381438,6.592467,23.936438,3
6271,'2022/11/07 17:29:41:670',18,5.137673,13.582648,2.455037,2.617511,6.282185,6.456544,24.275852,3
6272,'2022/11/07 17:29:41:716',18,5.29683,13.418977,2.606504,2.764338,6.251885,6.41354,24.348516,3
6273,'2022/11/07 17:29:41:762',18,5.208588,13.369641,2.528133,2.683993,6.451988,6.64034,24.056175,3
6274,'2022/11/07 17:29:41:808',18,5.353224,13.366399,2.470968,2.647059,6.539421,6.789495,24.238295,3
6275,'2022/11/07 17:29:41:854',18,5.240673,13.301985,2.77946,2.888706,6.319191,6.408191,24.720612,3
6276,'2022/11/07 17:29:41:901',18,5.03664,13.259988,2.634233,2.759725,6.616357,6.750038,24.550819,3
6277,'2022/11/07 17:29:41:946',18,5.088112,13.277903,2.56044,2.673457,6.674288,6.757409,24.56082,3
6278,'2022/11/07 17:29:41:993',18,4.071565,13.470295,2.626679,2.792849,6.42882,6.465978,21.093529,3
6279,'2022/11/07 17:29:42:040',18,3.520633,13.849571,2.694824,2.87792,6.279181,6.238029,21.016855,3
6280,'2022/11/07 17:29:42:085',18,3.92817,13.338418,2.40672,2.510612,6.569689,6.545209,20.816372,3
6281,'2022/11/07 17:29:42:131',18,3.750922,13.180386,2.29161,2.378809,6.606707,6.494701,20.853874,3
6282,'2022/11/07 17:29:42:177',18,3.662127,13.004122,2.166939,2.269138,6.532514,6.39163,21.111216,3
6283,'2022/11/07 17:29:42:224',18,3.240552,12.845729,2.26271,2.298068,6.554144,6.414329,20.736927,3
6284,'2022/11/07 17:29:42:270',18,3.483439,12.691711,2.336993,2.320055,6.479973,6.356525,20.987724,3
6285,'2022/11/07 17:29:42:315',18,3.39784,12.349538,2.69154,2.649566,6.433993,6.290797,20.901125,3
6286,'2022/11/07 17:29:42:362',18,3.503455,12.319077,2.686876,2.611418,6.374346,6.216646,21.009726,3
6287,'2022/11/07 17:29:42:408',18,3.427011,12.545238,2.582732,2.545272,6.361434,6.24789,20.964655,3
6288,'2022/11/07 17:29:42:453',18,2.424832,11.9328,2.539557,2.501889,6.612024,6.460797,20.649754,3
6289,'2022/11/07 17:29:42:501',18,1.08434,11.727331,2.62285,2.623597,6.716758,6.583854,20.489559,3
6290,'2022/11/07 17:29:42:546',18,0.908325,11.830577,2.490751,2.534722,6.705938,6.607467,20.754923,3
6291,'2022/11/07 17:29:42:592',18,1.026065,12.914386,2.468307,2.589833,6.458976,6.46078,21.021736,3
6292,'2022/11/07 17:29:42:639',18,1.086082,13.423162,2.562757,2.684859,6.415384,6.436012,21.096386,3
6293,'2022/11/07 17:29:42:684',18,1.162506,13.392801,2.545247,2.615866,6.494913,6.466156,20.93157,3
6294,'2022/11/07 17:29:42:730',18,1.085894,13.703353,2.614064,2.718754,6.550278,6.536277,20.745304,3
6295,'2022/11/07 17:29:42:776',18,1.05525,13.038599,2.674871,2.754054,6.583683,6.583174,20.667696,3
6296,'2022/11/07 17:29:42:822',18,1.114492,13.185137,2.622717,2.708256,6.607269,6.656133,20.6619,3
6297,'2022/11/07 17:29:42:868',18,1.145502,13.326291,2.699401,2.753072,6.513703,6.524447,20.556198,3
6298,'2022/11/07 17:29:42:914',18,1.080632,13.551506,2.636099,2.681497,6.44836,6.475758,20.742197,3
6299,'2022/11/07 17:29:42:960',18,1.078989,14.046897,2.718419,2.707562,6.701894,6.729229,20.462034,3
6300,'2022/11/07 17:29:43:010',18,1.003877,13.554256,2.756615,2.728858,6.552094,6.585257,20.696283,3
6301,'2022/11/07 17:29:43:056',18,1.038834,14.104287,2.875073,2.775463,6.39204,6.39261,20.432493,3
6302,'2022/11/07 17:29:43:103',18,1.012267,13.353236,2.898714,2.787562,6.386027,6.407187,20.404285,3
6303,'2022/11/07 17:29:43:147',18,1.034826,13.166681,2.840457,2.736558,6.465009,6.521824,20.58882,3
6304,'2022/11/07 17:29:43:188',18,0.977296,12.878942,2.664897,2.515696,6.51617,6.575705,20.690634,3
6305,'2022/11/07 17:29:43:232',18,1.013748,12.967394,2.680285,2.541525,6.394232,6.45407,20.28208,3
6306,'2022/11/07 17:29:43:278',18,0.972675,12.690243,2.787664,2.677131,6.300602,6.376792,21.054123,3
6307,'2022/11/07 17:29:43:324',18,1.08454,11.586069,2.438079,2.361407,6.434405,6.584236,23.577934,3
6308,'2022/11/07 17:29:43:370',18,1.081941,12.340379,2.448342,2.408041,6.275127,6.384106,23.241768,3
6309,'2022/11/07 17:29:43:419',18,1.147327,11.290932,2.191214,2.244494,6.424947,6.590767,24.06661,3
6310,'2022/11/07 17:29:43:466',18,0.990348,11.112783,2.139408,2.196926,6.542614,6.640644,24.5182,3
6311,'2022/11/07 17:29:43:511',18,1.148633,10.915117,2.201476,2.282009,6.489738,6.538002,24.82415,3
6312,'2022/11/07 17:29:43:558',18,1.422708,11.062963,1.975457,2.069505,6.58401,6.663931,25.177372,3
6313,'2022/11/07 17:29:43:604',18,1.450042,10.7583,2.039678,2.100887,6.667057,6.752645,25.000338,3
6314,'2022/11/07 17:29:43:650',18,1.446461,10.941133,2.121812,2.173112,6.641763,6.723474,25.087725,3
6315,'2022/11/07 17:29:43:696',18,1.261791,10.560685,2.031277,2.127109,6.649866,6.766683,24.76391,3
6316,'2022/11/07 17:29:43:743',18,1.278174,10.669963,1.937417,2.037417,6.62624,6.680115,24.799273,3
6317,'2022/11/07 17:29:43:789',18,1.060896,11.030541,2.252235,2.370941,6.531546,6.597051,24.936941,3
6318,'2022/11/07 17:29:43:837',18,1.118703,11.655682,2.196641,2.300313,6.552224,6.582822,24.851959,3
6319,'2022/11/07 17:29:43:882',18,1.03802,13.019153,2.411668,2.469138,6.59002,6.565583,21.579178,3
6320,'2022/11/07 17:29:43:933',18,1.10966,13.426381,2.642729,2.614881,6.586649,6.604953,21.485743,3
6321,'2022/11/07 17:29:43:982',18,1.006234,13.65657,2.770322,2.697448,6.746102,6.735847,21.288919,3
6322,'2022/11/07 17:29:44:035',18,0.996085,13.894064,2.779117,2.755625,6.686095,6.702021,21.237944,3
6323,'2022/11/07 17:29:44:085',18,1.008595,13.550221,2.824748,2.855821,6.672461,6.724587,21.366543,3
6324,'2022/11/07 17:29:44:136',18,1.012571,13.966154,2.73541,2.789077,6.654393,6.725457,21.235649,3
6325,'2022/11/07 17:29:44:180',18,1.116297,13.537788,2.870198,2.976594,6.504379,6.556864,21.283922,3
6326,'2022/11/07 17:29:44:233',18,1.065977,14.039235,2.657775,2.816935,6.504271,6.550438,21.138119,3
6327,'2022/11/07 17:29:44:284',18,1.033673,13.453956,2.442093,2.618583,6.820276,6.910937,21.511875,3
6328,'2022/11/07 17:29:44:338',18,1.174737,13.826127,2.644185,2.819414,6.566399,6.623309,21.36381,3
6329,'2022/11/07 17:29:44:393',18,1.090785,13.721616,2.68763,2.86807,6.520411,6.558031,21.075459,3
6330,'2022/11/07 17:29:44:445',18,1.073235,13.511309,2.717112,2.906403,6.560864,6.607335,20.848932,3
6331,'2022/11/07 17:29:44:499',18,1.050973,13.325576,2.645396,2.842097,6.601562,6.66495,21.03311,3
6332,'2022/11/07 17:29:44:547',18,1.04402,13.378039,2.662192,2.85462,6.560513,6.643493,20.98522,3
6333,'2022/11/07 17:29:44:600',18,1.052737,13.388357,2.486932,2.689338,6.541319,6.597172,20.894014,3
6334,'2022/11/07 17:29:44:652',18,0.919228,13.035384,2.337783,2.489346,6.599553,6.600428,20.995848,3
6335,'2022/11/07 17:29:44:698',18,0.911712,12.282798,2.273579,2.383796,6.679687,6.602868,21.114811,3
6336,'2022/11/07 17:29:44:744',18,0.898232,12.031968,2.30493,2.327023,6.622038,6.502935,20.987602,3
6337,'2022/11/07 17:29:44:791',18,1.033457,11.965832,2.601511,2.518396,6.383526,6.18819,20.648264,3
6338,'2022/11/07 17:29:44:837',18,1.037261,11.883118,2.61556,2.524098,6.449794,6.259526,20.797989,3
6339,'2022/11/07 17:29:44:883',18,0.991545,11.79849,2.66392,2.57222,6.460445,6.264846,20.691734,3
6340,'2022/11/07 17:29:44:933',18,1.021477,12.224675,2.698038,2.663299,6.388472,6.190292,20.422796,3
6341,'2022/11/07 17:29:44:980',18,1.020605,12.61378,2.647667,2.65784,6.415093,6.286045,20.557755,3
6342,'2022/11/07 17:29:45:027',18,0.884242,12.606621,2.316826,2.366584,6.537615,6.420628,20.658224,3
6343,'2022/11/07 17:29:45:074',18,0.930995,12.502286,2.331148,2.441447,6.555007,6.491904,20.706535,3
6344,'2022/11/07 17:29:45:121',18,1.00983,12.979288,2.449008,2.539137,6.518215,6.463154,21.418589,3
6345,'2022/11/07 17:29:45:168',18,0.983472,13.067504,2.347699,2.443667,6.539726,6.49206,21.518669,3
6346,'2022/11/07 17:29:45:220',18,1.010112,13.053296,2.493979,2.608581,6.573953,6.545471,21.533913,3
6347,'2022/11/07 17:29:45:273',18,1.105366,13.443089,2.626652,2.757159,6.482046,6.46011,21.35605,3
6348,'2022/11/07 17:29:45:323',18,1.017737,12.996903,2.62676,2.757034,6.539839,6.531369,21.001236,3
6349,'2022/11/07 17:29:45:372',18,1.011304,13.483592,2.580002,2.706626,6.607162,6.636122,21.010582,3
6350,'2022/11/07 17:29:45:419',18,0.964345,13.336179,2.602577,2.773482,6.558532,6.595611,21.211922,3
6351,'2022/11/07 17:29:45:469',18,1.027106,13.300291,2.682199,2.863653,6.449245,6.464775,21.080626,3
6352,'2022/11/07 17:29:45:515',18,0.997325,13.264313,2.629253,2.800404,6.712094,6.764991,21.730501,3
6353,'2022/11/07 17:29:45:561',18,0.91163,13.432522,2.617214,2.785495,6.776633,6.810614,21.832455,3
6354,'2022/11/07 17:29:45:609',18,0.967158,13.310083,2.675586,2.793042,6.745811,6.756498,21.919943,3
6355,'2022/11/07 17:29:45:655',18,0.904995,13.226578,2.782683,2.793592,6.59143,6.595629,21.755228,3
6356,'2022/11/07 17:29:45:701',18,0.894102,12.953774,2.753631,2.72015,6.6818,6.661724,21.728514,3
6357,'2022/11/07 17:29:45:747',18,0.979984,12.661084,2.785978,2.641321,6.565195,6.512127,21.341082,3
6358,'2022/11/07 17:29:45:793',18,0.995777,12.640858,2.75897,2.634286,6.578282,6.537639,21.301186,3
6359,'2022/11/07 17:29:45:841',18,0.985067,12.44784,2.725446,2.61537,6.588753,6.540506,21.404257,3
6360,'2022/11/07 17:29:45:888',18,1.00195,13.121997,2.721357,2.557299,6.618406,6.555692,21.054054,3
6361,'2022/11/07 17:29:45:935',18,0.996007,13.150042,2.636602,2.4598,6.652965,6.575767,21.26473,3
6362,'2022/11/07 17:29:45:980',18,1.095404,13.474369,2.729961,2.57141,6.702814,6.610081,21.323175,3
6363,'2022/11/07 17:29:46:026',18,0.951125,13.241427,2.939519,2.787575,6.580927,6.4895,21.43746,3
6364,'2022/11/07 17:29:46:072',18,0.958828,13.347053,2.758362,2.664563,6.687612,6.642286,21.63829,3
6365,'2022/11/07 17:29:46:118',18,0.976622,13.599656,2.781506,2.764367,6.653168,6.622012,21.918434,3
6366,'2022/11/07 17:29:46:164',18,0.943363,13.708661,2.733309,2.755708,6.618134,6.601481,21.930481,3
6367,'2022/11/07 17:29:46:210',18,0.968853,13.577885,2.825726,2.881185,6.57981,6.563432,22.075556,3
6368,'2022/11/07 17:29:46:256',18,0.983633,13.468044,2.65273,2.789896,6.624268,6.657815,22.171207,3
6369,'2022/11/07 17:29:46:302',18,0.974041,13.5022,2.650312,2.800054,6.580104,6.605579,21.923746,3
6370,'2022/11/07 17:29:46:351',18,0.953723,13.368916,2.452453,2.628671,6.587825,6.60123,22.212337,3
6371,'2022/11/07 17:29:46:398',18,1.042068,13.039268,2.520731,2.652597,6.504757,6.521072,22.453672,3
6372,'2022/11/07 17:29:46:444',18,0.988969,12.77063,2.36202,2.453326,6.51125,6.485446,22.59725,3
6373,'2022/11/07 17:29:46:490',18,1.052029,13.10158,2.423377,2.508781,6.355301,6.345698,22.635708,3
6374,'2022/11/07 17:29:46:537',18,1.157719,13.264198,2.47871,2.515692,6.334796,6.322927,22.212027,3
6375,'2022/11/07 17:29:46:583',18,1.171163,13.55699,2.455518,2.519887,6.411865,6.404968,22.611204,3
6376,'2022/11/07 17:29:46:629',18,1.247431,13.376037,2.409587,2.503603,6.465598,6.486728,22.783091,3
6377,'2022/11/07 17:29:46:675',18,1.363836,13.514584,2.514299,2.638929,6.465895,6.500419,22.870743,3
6378,'2022/11/07 17:29:46:721',18,1.061376,13.664571,2.610559,2.754747,6.499386,6.534926,22.815083,3
6379,'2022/11/07 17:29:46:768',18,1.059931,13.778663,2.640948,2.775113,6.56902,6.577137,22.876045,3
6380,'2022/11/07 17:29:46:813',18,1.051626,13.496678,2.619625,2.684435,6.657914,6.650259,22.964384,3
6381,'2022/11/07 17:29:46:860',18,1.147854,13.762672,2.5308,2.49102,6.762991,6.716441,22.751068,3
6382,'2022/11/07 17:29:46:906',18,1.069229,13.428938,2.817173,2.709219,6.61186,6.523807,22.450073,3
6383,'2022/11/07 17:29:46:952',18,0.979214,13.161873,2.735013,2.539666,6.733475,6.624073,22.2847,3
6384,'2022/11/07 17:29:46:999',18,0.864664,13.219938,2.742949,2.543644,6.526295,6.458574,22.30954,3
6385,'2022/11/07 17:29:47:044',18,0.95563,13.143902,2.763148,2.567128,6.530176,6.467228,22.267355,3
6386,'2022/11/07 17:29:47:091',18,1.001081,13.388691,2.74172,2.56328,6.562968,6.496995,22.102261,3
6387,'2022/11/07 17:29:47:137',18,1.042442,13.395493,2.770139,2.609478,6.521826,6.459479,21.970613,3
6388,'2022/11/07 17:29:47:183',18,1.046224,13.739703,2.665236,2.558031,6.665778,6.609975,22.493437,3
6389,'2022/11/07 17:29:47:229',18,1.150984,13.867447,2.659461,2.579372,6.686394,6.626548,22.691246,3
6390,'2022/11/07 17:29:47:275',18,1.042083,13.8333,2.734337,2.688487,6.56707,6.520545,22.805117,3
6391,'2022/11/07 17:29:47:322',18,1.074323,14.006295,2.611474,2.592872,6.374468,6.373951,23.081402,3
6392,'2022/11/07 17:29:47:369',18,1.060881,13.805023,2.712446,2.685396,6.235559,6.241131,23.197176,3
6393,'2022/11/07 17:29:47:415',18,1.188158,13.951421,2.589399,2.57997,6.237519,6.26702,23.488556,3
6394,'2022/11/07 17:29:47:465',18,1.337013,14.036351,2.635259,2.642428,6.224377,6.261756,23.559353,3
6395,'2022/11/07 17:29:47:514',18,1.194279,14.114796,2.517547,2.560629,6.275066,6.299952,23.578405,3
6396,'2022/11/07 17:29:47:562',18,1.227706,14.313283,2.512498,2.598488,6.30888,6.343562,23.560307,3
6397,'2022/11/07 17:29:47:609',18,1.195876,13.999789,2.425592,2.565258,6.37014,6.423386,23.703188,3
6398,'2022/11/07 17:29:47:655',18,1.285249,14.068928,2.27739,2.498806,6.368968,6.484724,24.072111,3
6399,'2022/11/07 17:29:47:701',18,1.288703,14.461152,2.155088,2.375285,6.36442,6.488262,24.201824,3
6400,'2022/11/07 17:29:47:747',18,1.143646,14.665815,2.208966,2.391079,6.253197,6.392177,24.164087,3
6401,'2022/11/07 17:29:47:793',18,0.98871,14.885049,2.289348,2.478184,6.301922,6.467142,24.427177,3
6402,'2022/11/07 17:29:47:841',18,1.132898,14.392553,2.045662,2.235661,6.262309,6.443678,24.597321,3
6403,'2022/11/07 17:29:47:887',18,1.111178,14.202807,2.530437,2.511643,5.631136,5.669886,23.248119,3
6404,'2022/11/07 17:29:47:934',18,1.296837,14.045683,2.386319,2.371721,5.676735,5.727038,23.444735,3
6405,'2022/11/07 17:29:47:980',18,1.106351,14.706293,2.405618,2.357664,5.644279,5.690949,23.789404,3
6406,'2022/11/07 17:29:48:027',18,1.191772,14.851498,2.275885,2.228108,5.655427,5.699347,23.813644,3
6407,'2022/11/07 17:29:48:074',18,1.254396,15.362594,2.652947,2.560934,5.779045,5.787221,23.973499,3
6408,'2022/11/07 17:29:48:121',18,1.32231,15.855111,1.869681,1.884663,6.513607,6.626027,25.661465,3
6409,'2022/11/07 17:29:48:164',18,1.421427,16.016142,1.991526,2.047536,6.487368,6.563548,25.780605,3
6410,'2022/11/07 17:29:48:206',18,1.892295,15.973807,2.360324,2.394282,6.312238,6.341322,25.79953,3
6411,'2022/11/07 17:29:48:250',18,2.144314,16.297955,2.587294,2.541844,6.303094,6.267626,25.37755,3
6412,'2022/11/07 17:29:48:295',18,2.083417,16.021538,2.530721,2.438543,6.343474,6.322667,25.461042,3
6413,'2022/11/07 17:29:48:342',18,1.88261,15.74994,2.763035,2.661319,6.105433,6.075009,25.037437,3
6414,'2022/11/07 17:29:48:388',18,1.317026,14.666437,2.221648,2.145927,6.213169,6.273796,24.680614,3
6415,'2022/11/07 17:29:48:435',18,1.492453,14.206689,2.253658,2.172336,6.337238,6.366215,24.444223,3
6416,'2022/11/07 17:29:48:480',18,1.053882,13.668563,2.408179,2.338216,6.500261,6.50045,23.368752,3
6417,'2022/11/07 17:29:48:526',18,1.012892,13.462112,2.549743,2.543433,6.503599,6.487542,22.624428,3
6418,'2022/11/07 17:29:48:572',18,1.000667,13.187699,2.594477,2.600413,6.67016,6.636133,22.264923,3
