@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 {0,1,2}

@data
232,'2022/11/20 22:45:27:055',2,0.009304,0.006918,-0.003787,0.391062,-1.252487,-2.535326,0.01,?
233,'2022/11/20 22:45:27:088',2,0.001307,0.007668,0.006136,0.392352,-1.252462,-2.534821,0.01,?
234,'2022/11/20 22:45:27:122',2,0.007013,0.000684,0.017036,0.393381,-1.252542,-2.534949,0.01,?
235,'2022/11/20 22:45:27:155',2,0.008497,0.002515,0.007022,0.394223,-1.251875,-2.536059,0.02,?
236,'2022/11/20 22:45:27:188',2,0.012475,0.001766,0.005347,0.394735,-1.25187,-2.536434,0.03,?
237,'2022/11/20 22:45:27:222',2,-0.000618,-0.001053,0.005747,0.395086,-1.251574,-2.536806,0.03,?
238,'2022/11/20 22:45:27:255',2,-0.025836,-0.007734,-0.0026,0.396809,-1.249663,-2.53823,0.04,?
239,'2022/11/20 22:45:27:288',2,-0.016719,0.0014,-0.006976,0.401389,-1.246953,-2.540373,0.04,?
240,'2022/11/20 22:45:27:321',2,0.013035,0.011082,-0.018122,0.406608,-1.246142,-2.541064,0.04,?
241,'2022/11/20 22:45:27:354',2,0.01729,-0.000989,0.008414,0.411813,-1.248787,-2.539189,0.05,?
242,'2022/11/20 22:45:27:388',2,0.006364,0.009426,0.009909,0.416623,-1.250016,-2.538679,0.05,?
243,'2022/11/20 22:45:27:422',2,0.011802,0.009479,-0.00117,0.420555,-1.251708,-2.53817,0.06,?
244,'2022/11/20 22:45:27:455',2,-0.017862,-0.000468,-0.004264,0.42603,-1.251541,-2.538064,0.06,?
245,'2022/11/20 22:45:27:488',2,-0.017717,-0.006518,-0.006676,0.434987,-1.251331,-2.538616,0.06,?
246,'2022/11/20 22:45:27:521',2,-0.018146,0.007142,-0.007478,0.444384,-1.25121,-2.539313,0.07,?
247,'2022/11/20 22:45:27:555',2,-0.003554,-0.002003,-0.003208,0.456157,-1.252135,-2.538956,0.07,?
248,'2022/11/20 22:45:27:588',2,0.015521,0.003571,0.020327,0.468369,-1.255928,-2.536757,0.07,?
249,'2022/11/20 22:45:27:621',2,0.007939,0.00362,0.018765,0.478506,-1.259336,-2.535902,0.07,?
250,'2022/11/20 22:45:27:655',2,0.019075,0.015179,0.017275,0.489322,-1.261815,-2.535857,0.08,?
251,'2022/11/20 22:45:27:688',2,0.040265,0.015278,0.019327,0.495912,-1.261204,-2.537313,0.08,?
252,'2022/11/20 22:45:27:722',2,0.009979,0.0071,0.005944,0.498934,-1.260131,-2.539541,0.08,?
253,'2022/11/20 22:45:27:755',2,-0.003454,0.004511,-0.006584,0.504875,-1.258992,-2.541827,0.08,?
254,'2022/11/20 22:45:27:787',2,0.015428,0.012577,-0.003415,0.511943,-1.259399,-2.542831,0.09,?
255,'2022/11/20 22:45:27:821',2,0.011147,0.006857,0.005877,0.51615,-1.259482,-2.543364,0.09,?
256,'2022/11/20 22:45:27:855',2,-0.004478,0.003028,0.007471,0.521018,-1.258023,-2.545302,0.09,?
257,'2022/11/20 22:45:27:888',2,-0.003496,0.003797,-0.000508,0.5273,-1.256901,-2.547651,0.1,?
258,'2022/11/20 22:45:27:922',2,0.003236,0.004289,0.000722,0.53307,-1.255473,-2.549346,0.11,?
259,'2022/11/20 22:45:27:955',2,-0.003575,0.001209,-0.000423,0.540211,-1.25416,-2.551444,0.11,?
260,'2022/11/20 22:45:27:988',2,0.007039,0.007597,0.002701,0.548694,-1.253945,-2.553194,0.12,?
261,'2022/11/20 22:45:28:022',2,0.014664,0.008574,0.00324,0.555577,-1.254436,-2.554262,0.13,?
262,'2022/11/20 22:45:28:054',2,0.016038,0.005747,0.005154,0.561727,-1.25421,-2.55496,0.13,?
263,'2022/11/20 22:45:28:088',2,0.01211,0.005982,0.012808,0.56679,-1.253641,-2.556078,0.14,?
264,'2022/11/20 22:45:28:134',2,0.01508,0.00604,0.004922,0.570861,-1.252954,-2.557609,0.15,?
265,'2022/11/20 22:45:28:155',2,0.021939,0.004703,0.009479,0.5747,-1.252376,-2.559027,0.15,?
266,'2022/11/20 22:45:28:188',2,0.006148,0.002284,0.004438,0.576691,-1.251247,-2.560725,0.16,?
267,'2022/11/20 22:45:28:224',2,0.000882,0.00247,-0.011092,0.578984,-1.250983,-2.561853,0.16,?
268,'2022/11/20 22:45:28:255',2,0.00278,0.005484,-0.004832,0.583015,-1.252462,-2.561424,0.17,?
269,'2022/11/20 22:45:28:288',2,0.008608,0.003575,0.00568,0.586325,-1.253265,-2.560761,0.17,?
270,'2022/11/20 22:45:28:321',2,-0.003504,-0.001235,-0.0051,0.590136,-1.252786,-2.561084,0.18,?
271,'2022/11/20 22:45:28:355',2,-0.005801,0.002788,-0.00205,0.595446,-1.253918,-2.560984,0.19,?
272,'2022/11/20 22:45:28:388',2,-0.008934,0.003953,-0.003465,0.603325,-1.256335,-2.560342,0.2,?
273,'2022/11/20 22:45:28:422',2,0.001515,0.004984,-0.006524,0.611755,-1.259095,-2.558812,0.21,?
274,'2022/11/20 22:45:28:455',2,-0.000756,-0.003189,0.00266,0.619424,-1.262069,-2.556728,0.22,?
275,'2022/11/20 22:45:28:488',2,-0.003364,0.001973,0.004912,0.630096,-1.266251,-2.554754,0.22,?
276,'2022/11/20 22:45:28:521',2,0.013367,0.004955,0.006754,0.640836,-1.269183,-2.553488,0.23,?
277,'2022/11/20 22:45:28:555',2,0.019592,0.010032,0.004606,0.648409,-1.27085,-2.552684,0.23,?
278,'2022/11/20 22:45:28:588',2,0.006664,0.004909,0.003391,0.656152,-1.273402,-2.551478,0.24,?
279,'2022/11/20 22:45:28:621',2,0.009978,0.012401,-0.017896,0.665487,-1.277883,-2.548986,0.24,?
280,'2022/11/20 22:45:28:655',2,0.001636,0.003005,0.004929,0.673314,-1.283204,-2.544911,0.25,?
281,'2022/11/20 22:45:28:724',2,-0.003416,0.004833,0.004941,0.683226,-1.287728,-2.541751,0.27,?
282,'2022/11/20 22:45:28:724',2,-0.011704,-0.00025,-0.007701,0.693418,-1.289959,-2.540627,0.27,?
283,'2022/11/20 22:45:28:755',2,-0.010059,0.005697,-0.017433,0.704535,-1.291789,-2.538827,0.28,?
284,'2022/11/20 22:45:28:788',2,0.011137,0.003941,-0.002344,0.719023,-1.298288,-2.533644,0.29,?
285,'2022/11/20 22:45:28:821',2,0.025918,0.009467,0.015954,0.731895,-1.306312,-2.528084,0.3,?
286,'2022/11/20 22:45:28:855',2,0.034284,0.012034,0.029044,0.73933,-1.309555,-2.525814,0.31,?
287,'2022/11/20 22:45:28:888',2,0.03122,0.011923,0.022775,0.743337,-1.30872,-2.526831,0.32,?
288,'2022/11/20 22:45:28:921',2,0.004127,0.008763,0.00103,0.745264,-1.305858,-2.52937,0.33,?
289,'2022/11/20 22:45:28:955',2,-0.015742,0.003683,-0.009152,0.748427,-1.305995,-2.530241,0.33,?
290,'2022/11/20 22:45:28:988',2,-0.005621,0.006191,-0.010184,0.754804,-1.308143,-2.529425,0.34,?
291,'2022/11/20 22:45:29:021',2,-0.004803,-0.002932,0.006528,0.76208,-1.310863,-2.528265,0.35,?
292,'2022/11/20 22:45:29:055',2,-0.011284,-0.003173,-0.007695,0.769217,-1.313144,-2.527675,0.36,?
293,'2022/11/20 22:45:29:088',2,-0.009678,0.004613,-0.000277,0.779511,-1.316995,-2.525816,0.37,?
294,'2022/11/20 22:45:29:121',2,-0.010426,-0.001797,0.005947,0.791573,-1.321809,-2.524706,0.38,?
295,'2022/11/20 22:45:29:155',2,0.005515,0.010349,-0.00596,0.803127,-1.324298,-2.525087,0.39,?
296,'2022/11/20 22:45:29:188',2,-0.000191,0.008901,-0.001909,0.81596,-1.32572,-2.525218,0.4,?
297,'2022/11/20 22:45:29:222',2,0.002453,-0.003763,-0.006402,0.829669,-1.326667,-2.526503,0.4,?
298,'2022/11/20 22:45:29:255',2,-0.00667,0.010773,-0.005222,0.842428,-1.326684,-2.527816,0.41,?
299,'2022/11/20 22:45:29:287',2,0.008295,0.013604,0.013681,0.857982,-1.325819,-2.529238,0.42,?
300,'2022/11/20 22:45:29:321',2,0.008949,0.00018,0.016047,0.871889,-1.32278,-2.533312,0.42,?
301,'2022/11/20 22:45:29:355',2,-0.003375,0.005808,0.011763,0.882171,-1.317316,-2.539113,0.43,?
302,'2022/11/20 22:45:29:389',2,-0.007884,0.002685,0.012552,0.893956,-1.310187,-2.54684,0.44,?
303,'2022/11/20 22:45:29:422',2,-0.009255,0.004058,0.010426,0.906404,-1.303051,-2.554845,0.45,?
304,'2022/11/20 22:45:29:455',2,-0.005984,0.000116,0.00401,0.919498,-1.295654,-2.562776,0.46,?
305,'2022/11/20 22:45:29:488',2,-0.017386,0.001385,0.025121,0.931553,-1.290999,-2.569876,0.46,?
306,'2022/11/20 22:45:29:521',2,-0.00373,0.00933,0.003034,0.945723,-1.28235,-2.581631,0.47,?
307,'2022/11/20 22:45:29:557',2,-0.017882,0.012576,0.000157,0.960602,-1.270118,-2.593885,0.48,?
308,'2022/11/20 22:45:29:588',2,0.027492,0.013572,-0.005859,0.97362,-1.2631,-2.602173,0.48,?
309,'2022/11/20 22:45:29:621',2,0.001609,0.013295,-0.00676,0.987128,-1.25834,-2.609618,0.49,?
310,'2022/11/20 22:45:29:656',2,0.003983,0.016216,-0.006866,1.000793,-1.251682,-2.61709,0.5,?
311,'2022/11/20 22:45:29:688',2,0.009511,0.006717,0.001809,1.011932,-1.245676,-2.624343,0.51,?
312,'2022/11/20 22:45:29:721',2,-0.007825,0.007274,-0.012183,1.023684,-1.23804,-2.632279,0.52,?
313,'2022/11/20 22:45:29:755',2,-0.002603,0.01448,0.007723,1.037486,-1.230441,-2.639589,0.53,?
314,'2022/11/20 22:45:29:788',2,0.013124,0.007521,0.002451,1.048513,-1.227815,-2.644013,0.54,?
315,'2022/11/20 22:45:29:821',2,-0.010427,0.010143,-0.000206,1.061439,-1.222871,-2.650524,0.56,?
316,'2022/11/20 22:45:29:855',2,0.002773,0.002403,-0.006829,1.076305,-1.215776,-2.658565,0.56,?
317,'2022/11/20 22:45:29:887',2,-0.009157,0.013322,0.000713,1.08941,-1.212226,-2.663707,0.57,?
318,'2022/11/20 22:45:29:921',2,0.018311,0.010001,0.004639,1.102742,-1.207995,-2.668753,0.58,?
319,'2022/11/20 22:45:29:955',2,-0.006785,0.010495,0.001585,1.11508,-1.201508,-2.675298,0.59,?
320,'2022/11/20 22:45:29:988',2,0.021836,0.013199,-0.000442,1.125107,-1.195705,-2.681296,0.59,?
321,'2022/11/20 22:45:30:021',2,-0.001961,0.00852,-0.00196,1.134992,-1.189788,-2.6871,0.6,?
322,'2022/11/20 22:45:30:055',2,-0.01599,-0.000267,-0.000436,1.14682,-1.18343,-2.693319,0.61,?
323,'2022/11/20 22:45:30:088',2,-0.008071,0.001046,0.000718,1.159121,-1.181126,-2.697586,0.61,?
324,'2022/11/20 22:45:30:121',2,-0.022337,-0.002617,0.003525,1.17295,-1.176761,-2.703258,0.62,?
325,'2022/11/20 22:45:30:155',2,-0.026615,-0.004732,0.004985,1.188536,-1.165198,-2.713783,0.63,?
326,'2022/11/20 22:45:30:188',2,-0.022678,0.000164,0.001824,1.204432,-1.156959,-2.723841,0.63,?
327,'2022/11/20 22:45:30:222',2,-0.019161,0.00005,-0.005825,1.224759,-1.148058,-2.734985,0.64,?
328,'2022/11/20 22:45:30:255',2,-0.020764,0.000634,0.006449,1.247344,-1.136715,-2.748294,0.65,?
329,'2022/11/20 22:45:30:287',2,0.001899,0.006803,0.005015,1.266587,-1.127177,-2.761601,0.66,?
330,'2022/11/20 22:45:30:321',2,0.020077,0.012413,0.004694,1.286889,-1.113471,-2.778218,0.67,?
331,'2022/11/20 22:45:30:354',2,0.029243,0.019209,0.016037,1.303048,-1.097901,-2.795589,0.68,?
332,'2022/11/20 22:45:30:388',2,0.017418,0.020739,0.019262,1.313829,-1.079457,-2.814922,0.69,?
333,'2022/11/20 22:45:30:421',2,0.032922,0.021784,0.0032,1.322778,-1.059376,-2.835875,0.7,?
334,'2022/11/20 22:45:30:455',2,0.01563,0.020396,0.002359,1.32997,-1.045627,-2.85122,0.71,?
335,'2022/11/20 22:45:30:487',2,0.009882,0.015911,-0.011827,1.335735,-1.035652,-2.862441,0.72,?
336,'2022/11/20 22:45:30:521',2,-0.002569,0.012945,-0.0018,1.342623,-1.025803,-2.872597,0.73,?
337,'2022/11/20 22:45:30:554',2,-0.022846,-0.001969,0.008894,1.350139,-1.013793,-2.886368,0.74,?
338,'2022/11/20 22:45:30:588',2,-0.028727,-0.003063,-0.005349,1.357889,-0.992655,-2.908519,0.74,?
339,'2022/11/20 22:45:30:621',2,-0.009127,-0.004525,0.001092,1.368338,-0.962611,-2.93964,0.75,?
340,'2022/11/20 22:45:30:655',2,-0.007273,-0.006505,-0.001357,1.378631,-0.928267,-2.975257,0.76,?
341,'2022/11/20 22:45:30:688',2,-0.017895,-0.001717,-0.000857,1.388284,-0.892155,-3.012534,0.77,?
342,'2022/11/20 22:45:30:721',2,-0.028436,-0.004183,-0.025168,1.403484,-0.851392,-3.057787,0.78,?
343,'2022/11/20 22:45:30:755',2,-0.000218,0.001624,-0.01459,1.421954,-0.811147,-3.103632,0.79,?
344,'2022/11/20 22:45:30:787',2,0.006601,0.00542,0.009,1.436535,-0.76837,3.132618,0.8,?
345,'2022/11/20 22:45:30:821',2,-0.001735,0.01066,0.009452,1.450275,-0.6893,3.050367,0.81,?
346,'2022/11/20 22:45:30:855',2,0.010532,0.010957,0.003895,1.460538,-0.5857,2.945871,0.81,?
347,'2022/11/20 22:45:30:888',2,-0.000945,0.00983,-0.002256,1.467881,-0.485034,2.844369,0.82,?
348,'2022/11/20 22:45:30:921',2,0.009047,0.005695,0.003784,1.475275,-0.353512,2.712344,0.83,?
349,'2022/11/20 22:45:30:954',2,-0.006998,0.006831,0.006562,1.480614,-0.213644,2.571046,0.84,?
350,'2022/11/20 22:45:30:988',2,0.012372,0.010358,0.011094,1.483387,-0.091861,2.447475,0.85,?
351,'2022/11/20 22:45:31:022',2,-0.014295,0.006509,-0.003661,1.484754,0.045438,2.308329,0.86,?
352,'2022/11/20 22:45:31:056',2,-0.008421,0.000203,0.007717,1.484174,0.198283,2.15532,0.87,?
353,'2022/11/20 22:45:31:090',2,-0.002517,0.008332,-0.004671,1.481942,0.320275,2.031855,0.88,?
354,'2022/11/20 22:45:31:122',2,-0.011517,0.006405,-0.008436,1.478776,0.463011,1.887114,0.89,?
355,'2022/11/20 22:45:31:155',2,-0.002289,0.003107,0.009909,1.47375,0.599328,1.749525,0.9,?
356,'2022/11/20 22:45:31:188',2,-0.000101,-0.001174,-0.010363,1.466815,0.720467,1.624606,0.91,?
357,'2022/11/20 22:45:31:221',2,-0.001084,0.001784,0.001219,1.460245,0.814071,1.527888,0.92,?
358,'2022/11/20 22:45:31:255',2,-0.010673,-0.004612,0.016152,1.450925,0.902778,1.4357,0.93,?
359,'2022/11/20 22:45:31:288',2,0.007579,0.004545,-0.010868,1.439376,0.971698,1.363053,0.93,?
360,'2022/11/20 22:45:31:321',2,-0.019001,-0.002418,0.001997,1.430112,1.025177,1.30573,0.94,?
361,'2022/11/20 22:45:31:354',2,-0.019894,0.001588,-0.000709,1.417061,1.08209,1.24468,0.95,?
362,'2022/11/20 22:45:31:387',2,0.008857,0.004556,-0.012143,1.403092,1.13042,1.193772,0.96,?
363,'2022/11/20 22:45:31:421',2,-0.051944,-0.020172,0.005856,1.391207,1.172086,1.146999,0.96,?
364,'2022/11/20 22:45:31:454',2,-0.000296,0.002799,-0.002338,1.373329,1.211752,1.103552,0.97,?
365,'2022/11/20 22:45:31:489',2,-0.010729,-0.001805,0.014854,1.355837,1.240151,1.072496,0.97,?
366,'2022/11/20 22:45:31:521',2,-0.008307,0.001774,0.000614,1.339664,1.257757,1.051911,0.98,?
367,'2022/11/20 22:45:31:554',2,0.066616,0.029287,-0.022798,1.323382,1.27686,1.033434,0.98,?
368,'2022/11/20 22:45:31:588',2,0.041198,0.0423,-0.000724,1.314974,1.295333,1.013508,0.98,?
369,'2022/11/20 22:45:31:621',2,0.063363,0.050678,0.001447,1.311861,1.30846,0.999339,0.99,?
370,'2022/11/20 22:45:31:655',2,0.030938,0.037961,0.006788,1.313631,1.313668,0.994505,0.99,?
371,'2022/11/20 22:45:31:687',2,-0.015011,-0.00188,0.01105,1.316402,1.312287,0.996522,1,?
372,'2022/11/20 22:45:31:721',2,-0.005569,-0.012038,-0.000021,1.31715,1.309234,0.999165,1,?
373,'2022/11/20 22:45:31:755',2,-0.019903,-0.02204,0.000366,1.316875,1.306788,1.002903,1,?
374,'2022/11/20 22:45:31:787',2,0.003274,-0.01144,0.00275,1.314436,1.310221,0.999998,1,?
375,'2022/11/20 22:45:31:822',2,0.013036,-0.000875,0.01021,1.31284,1.314317,0.995871,1,?
376,'2022/11/20 22:45:31:855',2,-0.004042,0.001932,0.016137,1.310634,1.317381,0.992091,1,?
377,'2022/11/20 22:45:31:888',2,0.001378,0.006204,0.003832,1.308449,1.316658,0.992903,1,?
378,'2022/11/20 22:45:31:921',2,-0.00305,0.003339,-0.00166,1.306702,1.316221,0.993403,1,?
379,'2022/11/20 22:45:31:955',2,0.00321,0.002358,0.003107,1.305579,1.31715,0.990863,1,?
380,'2022/11/20 22:45:31:988',2,-0.011758,-0.001966,0.006763,1.303815,1.316694,0.988447,1,?
381,'2022/11/20 22:45:32:021',2,0.017491,0.001868,-0.007506,1.301641,1.314007,0.991317,1,?
382,'2022/11/20 22:45:32:055',2,0.01739,-0.002375,-0.007112,1.301122,1.311727,0.993204,1,?
383,'2022/11/20 22:45:32:088',2,0.001511,0.001915,-0.009226,1.300841,1.312973,0.990404,1,?
384,'2022/11/20 22:45:32:121',2,-0.006585,-0.001552,0.001156,1.300204,1.314916,0.987742,1,?
385,'2022/11/20 22:45:32:155',2,0.005209,0.00136,-0.003919,1.29968,1.316502,0.986046,1,?
386,'2022/11/20 22:45:32:188',2,0.002563,0.004395,-0.00107,1.29922,1.319301,0.982912,1,?
387,'2022/11/20 22:45:32:221',2,0.009443,0.012696,0.002581,1.299332,1.32276,0.97921,1,?
388,'2022/11/20 22:45:32:255',2,0.002875,0.006962,0.015293,1.300199,1.325674,0.975542,1,?
389,'2022/11/20 22:45:32:288',2,-0.018163,-0.007679,0.015695,1.300799,1.322516,0.977228,1,?
390,'2022/11/20 22:45:32:321',2,-0.000006,-0.013086,0.005357,1.299693,1.317085,0.982709,1,?
391,'2022/11/20 22:45:32:355',2,0.008614,-0.000038,-0.009921,1.298509,1.312101,0.987899,1,?
392,'2022/11/20 22:45:32:388',2,0.001569,0.006752,-0.004932,1.297884,1.310467,0.989551,1,?
393,'2022/11/20 22:45:32:426',2,-0.01294,0.000108,0.001471,1.296784,1.310422,0.989024,1,?
394,'2022/11/20 22:45:32:454',2,0.010192,0.007866,-0.000068,1.295911,1.308854,0.991323,1,?
395,'2022/11/20 22:45:32:488',2,0.008301,0.009975,-0.007788,1.296823,1.306988,0.994501,1,?
396,'2022/11/20 22:45:32:523',2,-0.027723,-0.006004,0.006471,1.29766,1.309142,0.991206,1,?
397,'2022/11/20 22:45:32:555',2,0.003742,-0.010925,0.010149,1.296783,1.308806,0.99175,1,?
398,'2022/11/20 22:45:32:588',2,-0.015682,-0.014532,0.002139,1.295467,1.305751,0.995446,1,?
399,'2022/11/20 22:45:32:621',2,0.010188,-0.004034,0.000224,1.293232,1.307796,0.993461,1,?
400,'2022/11/20 22:45:32:655',2,0.007529,0.001555,0.01331,1.292356,1.310136,0.990057,1,?
401,'2022/11/20 22:45:32:688',2,-0.000907,0.002398,0.010256,1.291208,1.309722,0.989225,1,?
402,'2022/11/20 22:45:32:721',2,-0.009172,-0.002946,0.003686,1.289319,1.305645,0.993486,1,?
403,'2022/11/20 22:45:32:756',2,0.017669,0.008521,-0.015861,1.287923,1.304005,0.995596,1,?
404,'2022/11/20 22:45:32:788',2,-0.00586,0.006183,-0.004848,1.28791,1.305504,0.993289,1,?
405,'2022/11/20 22:45:32:821',2,-0.005506,0.000975,0.005344,1.287185,1.30714,0.990804,1,?
406,'2022/11/20 22:45:32:855',2,0.011849,0.007199,-0.001995,1.286307,1.305529,0.993278,1,?
407,'2022/11/20 22:45:32:887',2,-0.007353,0.004482,-0.004998,1.286305,1.305183,0.993766,1,?
408,'2022/11/20 22:45:32:921',2,-0.000403,0.002964,0.002176,1.286222,1.307559,0.990805,1,?
409,'2022/11/20 22:45:32:954',2,0.008245,0.002399,0.003973,1.285787,1.307746,0.990838,1,?
410,'2022/11/20 22:45:32:988',2,-0.009118,-0.009371,0.003216,1.285824,1.305275,0.993807,1,?
411,'2022/11/20 22:45:33:021',2,0.000507,-0.003669,-0.00031,1.2851,1.306172,0.992723,1,?
412,'2022/11/20 22:45:33:055',2,0.012463,0.001833,0.001548,1.284644,1.307558,0.991506,1,?
413,'2022/11/20 22:45:33:088',2,-0.006345,-0.001916,0.002577,1.284609,1.309748,0.989483,1,?
414,'2022/11/20 22:45:33:121',2,0.000364,-0.000535,0.005679,1.283985,1.31236,0.98652,1,?
415,'2022/11/20 22:45:33:155',2,0.005195,0.00063,0.002835,1.28352,1.312801,0.986358,1,?
416,'2022/11/20 22:45:33:188',2,0.00236,0.00388,-0.003215,1.283035,1.313313,0.986053,1,?
417,'2022/11/20 22:45:33:222',2,0.000089,0.008632,0.001294,1.282791,1.315004,0.984272,1,?
418,'2022/11/20 22:45:33:254',2,0.000856,0.004067,-0.000776,1.282618,1.315469,0.984044,1,?
419,'2022/11/20 22:45:33:288',2,-0.00272,-0.000637,-0.005491,1.282336,1.314665,0.986286,1,?
420,'2022/11/20 22:45:33:321',2,-0.005509,-0.001696,0.002069,1.281834,1.314084,0.987367,1,?
421,'2022/11/20 22:45:33:354',2,0.00192,0.000981,0.000394,1.281055,1.313213,0.989127,1,?
422,'2022/11/20 22:45:33:387',2,0.006321,0.006464,-0.00223,1.28043,1.312496,0.991599,1,?
423,'2022/11/20 22:45:33:422',2,0.004738,-0.002157,0.00311,1.280434,1.313541,0.991302,1,?
424,'2022/11/20 22:45:33:455',2,-0.017457,-0.015714,0.01127,1.280246,1.31526,0.989494,1,?
425,'2022/11/20 22:45:33:488',2,0.003475,-0.007909,0.014707,1.278839,1.317728,0.987464,1,?
426,'2022/11/20 22:45:33:522',2,0.010299,0.005776,0.012049,1.277984,1.319183,0.985962,1,?
427,'2022/11/20 22:45:33:555',2,0.006436,0.009335,0.0133,1.277418,1.319337,0.985415,1,?
428,'2022/11/20 22:45:33:588',2,-0.000035,-0.000594,0.006372,1.276747,1.316049,0.988757,1,?
429,'2022/11/20 22:45:33:621',2,-0.012979,-0.00209,-0.008073,1.275378,1.312379,0.992997,1,?
430,'2022/11/20 22:45:33:655',2,-0.001854,0.001429,-0.003709,1.274051,1.311261,0.993332,1,?
431,'2022/11/20 22:45:33:688',2,0.006162,0.010093,-0.000386,1.272738,1.308268,0.995597,1,?
432,'2022/11/20 22:45:33:721',2,-0.011761,0.007692,-0.002536,1.272048,1.303277,1.000788,1,?
433,'2022/11/20 22:45:33:755',2,0.002891,-0.000603,-0.00753,1.271497,1.301422,1.002906,1,?
434,'2022/11/20 22:45:33:788',2,-0.016021,-0.011082,0.002789,1.271769,1.302559,1.001839,1,?
435,'2022/11/20 22:45:33:821',2,0.005457,-0.001823,0.010013,1.271035,1.306509,0.997791,1,?
436,'2022/11/20 22:45:33:856',2,0.013568,0.003366,0.018574,1.270728,1.307472,0.996226,1,?
437,'2022/11/20 22:45:33:888',2,-0.004262,0.003919,0.008415,1.270174,1.303937,0.999514,1,?
438,'2022/11/20 22:45:33:921',2,0.006185,0.005502,-0.00763,1.269285,1.302135,1.001693,1,?
439,'2022/11/20 22:45:33:957',2,0.001917,0.000706,0.000096,1.269064,1.302793,1.000214,1,?
440,'2022/11/20 22:45:33:987',2,-0.00242,0.000125,-0.001337,1.269058,1.300824,1.002327,1,?
441,'2022/11/20 22:45:34:021',2,-0.00662,-0.004216,-0.007472,1.268881,1.299014,1.004866,1,?
442,'2022/11/20 22:45:34:054',2,-0.002639,-0.005388,0.002816,1.268324,1.300666,1.003127,1,?
443,'2022/11/20 22:45:34:088',2,0.001981,0.000395,0.010125,1.267865,1.301921,1.002157,1,?
444,'2022/11/20 22:45:34:121',2,0.005625,0.006658,0.008927,1.26712,1.300062,1.004835,1,?
445,'2022/11/20 22:45:34:155',2,0.004404,0.001203,-0.003946,1.266944,1.297287,1.008042,1,?
446,'2022/11/20 22:45:34:189',2,-0.016444,-0.008255,0.002333,1.267156,1.296542,1.008854,1,?
447,'2022/11/20 22:45:46:120',3,0.008564,-0.000521,0.006298,0.136006,-1.276186,-2.691217,?,?
448,'2022/11/20 22:45:46:154',3,0.005612,0.007412,0.000193,0.136005,-1.275576,-2.691664,?,?
449,'2022/11/20 22:45:46:187',3,0.017914,0.005457,0.014523,0.135694,-1.274444,-2.691464,?,?
450,'2022/11/20 22:45:46:221',3,0.008163,-0.008375,0.003498,0.135903,-1.275329,-2.691744,?,?
451,'2022/11/20 22:45:46:254',3,0.009703,0.000922,0.008651,0.135907,-1.275431,-2.692321,?,?
452,'2022/11/20 22:45:46:287',3,0.001112,-0.003447,-0.001318,0.135733,-1.275089,-2.693268,?,?
453,'2022/11/20 22:45:46:321',3,0.011841,0.003054,0.00173,0.135888,-1.275006,-2.693807,?,?
454,'2022/11/20 22:45:46:354',3,0.006035,0.00395,-0.003642,0.135776,-1.274931,-2.694186,?,?
455,'2022/11/20 22:45:46:387',3,0.015002,-0.002717,0.000702,0.136177,-1.275145,-2.693809,?,?
456,'2022/11/20 22:45:46:421',3,0.013211,-0.00582,0.0048,0.136033,-1.275431,-2.694224,?,?
457,'2022/11/20 22:45:46:454',3,0.004215,0.005517,-0.002289,0.135617,-1.275426,-2.694692,?,?
458,'2022/11/20 22:45:46:487',3,0.000827,-0.001365,0.001499,0.135401,-1.275592,-2.694911,?,?
459,'2022/11/20 22:45:46:521',3,0.00629,-0.003903,0.004473,0.135273,-1.275164,-2.694977,?,?
460,'2022/11/20 22:45:46:556',3,0.006075,-0.007456,0.013169,0.13506,-1.275383,-2.695154,?,?
461,'2022/11/20 22:45:46:588',3,0.011032,-0.002376,0.001345,0.134858,-1.275181,-2.696194,?,?
462,'2022/11/20 22:45:46:621',3,0.005123,0.002804,-0.002036,0.134788,-1.275081,-2.696775,?,?
463,'2022/11/20 22:45:46:654',3,0.007179,0.003881,0.002029,0.134782,-1.274801,-2.697214,?,?
464,'2022/11/20 22:45:46:687',3,0.010848,-0.00103,-0.004433,0.134784,-1.274825,-2.697275,?,?
465,'2022/11/20 22:45:46:720',3,0.014529,-0.000181,0.004821,0.134856,-1.274765,-2.696981,?,?
466,'2022/11/20 22:45:46:753',3,0.004816,0.001085,-0.001569,0.134747,-1.274686,-2.696898,?,?
467,'2022/11/20 22:45:46:787',3,0.010425,0.000918,-0.002116,0.13504,-1.274849,-2.696345,?,?
468,'2022/11/20 22:45:46:820',3,0.010453,-0.005267,0.005497,0.135159,-1.275054,-2.696088,?,?
469,'2022/11/20 22:45:46:854',3,0.008045,0.000398,-0.003484,0.135025,-1.274474,-2.69639,?,?
470,'2022/11/20 22:45:46:887',3,0.003251,0.002723,-0.005164,0.135261,-1.274674,-2.695812,?,?
471,'2022/11/20 22:45:46:921',3,0.01143,-0.001511,0.011326,0.135639,-1.275533,-2.694799,?,?
