@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 {0,1,2}

@data
712,'2022/11/20 22:45:54:953',3,0.014521,0.003041,0.010015,0.187814,-1.40091,-2.582628,?,?
713,'2022/11/20 22:45:54:987',3,0.002529,0.006133,-0.000083,0.188616,-1.400518,-2.582807,?,?
714,'2022/11/20 22:45:55:020',3,-0.00031,0.005465,0.000834,0.190421,-1.400331,-2.582663,?,?
715,'2022/11/20 22:45:55:053',3,0.000474,0.003584,0.000562,0.191863,-1.401163,-2.5823,?,?
716,'2022/11/20 22:45:55:087',3,-0.006478,-0.00228,0.003131,0.192635,-1.398323,-2.583442,?,?
717,'2022/11/20 22:45:55:120',3,-0.003308,0.008378,-0.000139,0.194306,-1.398824,-2.58409,?,?
718,'2022/11/20 22:45:55:153',3,0.020353,0.006291,-0.00389,0.196269,-1.399211,-2.583793,?,?
719,'2022/11/20 22:45:55:186',3,0.008665,0.005692,0.007055,0.197946,-1.399228,-2.583138,?,?
720,'2022/11/20 22:45:55:221',3,0.022998,0.003442,0.011627,0.199215,-1.398636,-2.583655,?,?
721,'2022/11/20 22:45:55:255',3,0.023537,0.004628,0.001555,0.199631,-1.398149,-2.58463,?,?
722,'2022/11/20 22:45:55:287',3,0.028619,0.008296,-0.001316,0.200119,-1.397454,-2.585147,?,?
723,'2022/11/20 22:45:55:320',3,0.02114,-0.001549,0.011847,0.199977,-1.398271,-2.585272,?,?
724,'2022/11/20 22:45:55:353',3,0.0314,0.011549,-0.002455,0.199095,-1.3972,-2.586714,?,?
725,'2022/11/20 22:45:55:386',3,-0.010498,0.00019,-0.010062,0.197439,-1.397299,-2.587358,?,?
726,'2022/11/20 22:45:55:420',3,0.011789,0.008412,0.005206,0.197047,-1.39664,-2.587069,?,?
727,'2022/11/20 22:45:55:453',3,-0.007211,-0.006969,-0.004177,0.196627,-1.396953,-2.587008,?,?
728,'2022/11/20 22:45:55:486',3,0.007147,0.001856,0.001291,0.196726,-1.395807,-2.586951,?,?
729,'2022/11/20 22:45:55:520',3,0.002751,0.001797,0.003128,0.196603,-1.395837,-2.586894,?,?
730,'2022/11/20 22:46:01:353',4,0.000343,-0.002011,-0.005086,1.368397,0.663299,1.594673,?,?
731,'2022/11/20 22:46:01:387',4,-0.018781,-0.006262,-0.00666,1.367822,0.671646,1.585327,?,?
732,'2022/11/20 22:46:01:420',4,0.002648,0.004969,-0.007296,1.367594,0.694308,1.560248,?,?
733,'2022/11/20 22:46:01:453',4,0.010876,0.006101,0.017605,1.368142,0.714333,1.537044,?,?
734,'2022/11/20 22:46:01:486',4,0.00341,0.003621,0.024216,1.367417,0.716514,1.53317,?,?
735,'2022/11/20 22:46:01:519',4,0.000556,0.010068,-0.008369,1.364609,0.715987,1.534148,?,?
736,'2022/11/20 22:46:01:554',4,-0.007719,0.005324,-0.012707,1.364166,0.719913,1.529106,?,?
737,'2022/11/20 22:46:01:587',4,0.00892,0.000636,-0.001867,1.364672,0.727259,1.520434,?,?
738,'2022/11/20 22:46:01:626',4,-0.01554,0.00202,0.006962,1.364501,0.731232,1.515556,?,?
739,'2022/11/20 22:46:01:653',4,-0.002494,0.003666,0.000998,1.362712,0.735345,1.511045,?,?
740,'2022/11/20 22:46:01:686',4,0.017041,0.001785,-0.00178,1.361586,0.735183,1.511533,?,?
741,'2022/11/20 22:46:01:720',4,-0.016933,-0.00135,-0.003104,1.361256,0.732941,1.513296,?,?
742,'2022/11/20 22:46:01:753',4,0.018985,-0.000799,0.001314,1.360825,0.738725,1.506096,?,?
743,'2022/11/20 22:46:01:786',4,0.015813,-0.000874,0.012883,1.361347,0.735893,1.508188,?,?
744,'2022/11/20 22:46:01:820',4,0.008287,0.007305,0.003988,1.361713,0.720822,1.523019,?,?
745,'2022/11/20 22:46:01:853',4,-0.002007,0.006497,-0.0176,1.362603,0.707851,1.535487,?,?
746,'2022/11/20 22:46:01:886',4,-0.003591,0.00871,-0.00038,1.36453,0.702978,1.538451,?,?
747,'2022/11/20 22:46:01:920',4,0.021318,0.006626,0.006438,1.366513,0.691869,1.549441,?,?
748,'2022/11/20 22:46:01:952',4,0.016371,0.00729,0.006867,1.368971,0.665354,1.575028,?,?
749,'2022/11/20 22:46:01:987',4,0.019183,0.012828,0.003692,1.371276,0.635689,1.60372,?,?
750,'2022/11/20 22:46:02:019',4,0.018275,0.013671,-0.000889,1.375089,0.594065,1.643173,?,?
751,'2022/11/20 22:46:02:053',4,0.022165,0.011724,0.000537,1.380774,0.54454,1.688271,?,?
752,'2022/11/20 22:46:02:086',4,0.013417,0.010862,0.005972,1.386475,0.482637,1.746513,?,?
753,'2022/11/20 22:46:02:120',4,-0.003024,0.005238,0.00694,1.389954,0.424733,1.802066,?,?
754,'2022/11/20 22:46:02:153',4,-0.023954,-0.005451,-0.005674,1.392129,0.363206,1.8622,?,?
755,'2022/11/20 22:46:02:185',4,-0.019907,-0.009647,-0.01543,1.392902,0.319327,1.906468,?,?
756,'2022/11/20 22:46:02:220',4,0.01462,0.004874,-0.01331,1.394956,0.275694,1.948646,?,?
757,'2022/11/20 22:46:02:253',4,0.033541,0.022716,0.005421,1.399131,0.213757,2.007294,?,?
758,'2022/11/20 22:46:02:286',4,0.033834,0.016772,0.012333,1.402236,0.127559,2.091243,?,?
759,'2022/11/20 22:46:02:322',4,-0.026087,0.000821,0.027436,1.40193,0.043197,2.172747,?,?
760,'2022/11/20 22:46:02:353',4,0.010179,0.006158,-0.007905,1.399297,-0.027906,2.240835,?,?
761,'2022/11/20 22:46:02:387',4,0.024371,0.002636,-0.008429,1.397535,-0.110971,2.321495,?,?
762,'2022/11/20 22:46:02:422',4,-0.016514,-0.001684,0.002639,1.394797,-0.17729,2.386603,?,?
763,'2022/11/20 22:46:02:453',4,0.003168,-0.004568,0.001485,1.389478,-0.241699,2.450407,?,?
764,'2022/11/20 22:46:02:487',4,-0.014472,-0.006107,-0.006227,1.38341,-0.299883,2.507456,?,?
765,'2022/11/20 22:46:02:519',4,0.002567,0.002141,-0.022215,1.379565,-0.341719,2.549508,?,?
766,'2022/11/20 22:46:02:553',4,0.036492,0.013327,-0.000554,1.376778,-0.407146,2.61335,?,?
767,'2022/11/20 22:46:02:586',4,0.006285,0.022686,0.012233,1.372965,-0.475175,2.677873,?,?
768,'2022/11/20 22:46:02:619',4,0.027285,0.016356,0.007224,1.36626,-0.52651,2.730012,?,?
769,'2022/11/20 22:46:02:653',4,0.027109,0.019738,0.008386,1.356185,-0.587799,2.790083,?,?
770,'2022/11/20 22:46:02:686',4,0.021286,0.001585,0.01877,1.344147,-0.656113,2.853675,?,?
771,'2022/11/20 22:46:02:720',4,-0.051586,-0.002214,-0.003929,1.332878,-0.692316,2.89061,?,?
772,'2022/11/20 22:46:02:752',4,-0.06407,-0.030207,-0.014955,1.324693,-0.70676,2.90607,?,?
773,'2022/11/20 22:46:02:786',4,0.002808,-0.023469,-0.022228,1.320997,-0.715758,2.915151,?,?
774,'2022/11/20 22:46:02:819',4,-0.00814,-0.016913,-0.006646,1.317119,-0.729785,2.930012,?,?
775,'2022/11/20 22:46:02:852',4,-0.041123,-0.01909,0.007353,1.314238,-0.742658,2.943364,?,?
776,'2022/11/20 22:46:02:886',4,-0.014629,-0.008516,0.000027,1.314475,-0.746128,2.945626,?,?
777,'2022/11/20 22:46:02:919',4,-0.00217,-0.005956,-0.000247,1.315064,-0.746529,2.946079,?,?
778,'2022/11/20 22:46:02:953',4,-0.055285,-0.019818,0.009305,1.316063,-0.745052,2.943356,?,?
779,'2022/11/20 22:46:02:986',4,-0.088016,-0.016521,-0.00542,1.322197,-0.715571,2.911776,?,?
780,'2022/11/20 22:46:03:020',4,-0.079546,-0.013945,-0.030227,1.333217,-0.663141,2.85908,?,?
781,'2022/11/20 22:46:03:053',4,-0.064981,-0.016088,-0.02649,1.354695,-0.563356,2.756978,?,?
782,'2022/11/20 22:46:03:086',4,0.006155,-0.003513,-0.023971,1.378401,-0.441043,2.632472,?,?
783,'2022/11/20 22:46:03:121',4,-0.030934,0.020315,-0.003345,1.396968,-0.316209,2.505019,?,?
784,'2022/11/20 22:46:03:153',4,-0.033481,0.024297,-0.001663,1.415304,-0.106394,2.290799,?,?
785,'2022/11/20 22:46:03:186',4,0.018971,0.032844,-0.011102,1.425818,0.150198,2.029249,?,?
786,'2022/11/20 22:46:03:220',4,0.034011,0.018427,0.003114,1.429038,0.338079,1.836916,?,?
787,'2022/11/20 22:46:03:253',4,-0.011751,0.028053,0.012003,1.424242,0.544232,1.626768,?,?
788,'2022/11/20 22:46:03:286',4,0.00839,0.023707,0.00828,1.412797,0.722302,1.445516,?,?
789,'2022/11/20 22:46:03:320',4,0.016688,0.019369,0.009417,1.401436,0.83376,1.330168,?,?
790,'2022/11/20 22:46:03:353',4,0.014258,0.00895,-0.019905,1.3877,0.928651,1.229449,?,?
791,'2022/11/20 22:46:03:386',4,0.010964,0.002263,-0.007576,1.375826,1.01199,1.140879,?,?
792,'2022/11/20 22:46:03:419',4,-0.000006,0.003774,0.022362,1.364795,1.065716,1.085484,?,?
793,'2022/11/20 22:46:03:453',4,-0.016629,-0.000306,0.015365,1.351043,1.109963,1.037622,?,?
794,'2022/11/20 22:46:03:487',4,-0.017662,-0.00636,-0.010991,1.334716,1.154055,0.991948,?,?
795,'2022/11/20 22:46:03:520',4,0.012455,0.001135,-0.017909,1.320902,1.190413,0.956572,?,?
796,'2022/11/20 22:46:03:554',4,-0.004857,0.006293,-0.012999,1.305802,1.230233,0.914443,?,?
797,'2022/11/20 22:46:03:586',4,-0.005443,0.002851,-0.014288,1.291245,1.27162,0.870265,?,?
798,'2022/11/20 22:46:03:620',4,0.009687,0.017541,-0.019875,1.278758,1.303573,0.839518,?,?
799,'2022/11/20 22:46:03:653',4,-0.000293,0.004139,-0.039324,1.265692,1.33992,0.805394,?,?
800,'2022/11/20 22:46:03:687',4,-0.025546,0.006151,-0.017115,1.252305,1.381804,0.761128,?,?
801,'2022/11/20 22:46:03:720',4,-0.008478,0.008652,0.014757,1.238832,1.417463,0.723378,?,?
802,'2022/11/20 22:46:03:760',4,-0.023858,0.002433,0.010412,1.225577,1.437412,0.702322,?,?
803,'2022/11/20 22:46:03:787',4,0.01139,-0.008244,-0.008583,1.208929,1.457174,0.678935,?,?
804,'2022/11/20 22:46:03:820',4,0.057788,0.008833,0.006468,1.196344,1.47902,0.650864,?,?
805,'2022/11/20 22:46:03:853',4,0.0041,0.002171,0.038013,1.190521,1.491692,0.637781,?,?
806,'2022/11/20 22:46:03:887',4,-0.029775,-0.012051,0.028569,1.182419,1.495524,0.638587,?,?
807,'2022/11/20 22:46:03:920',4,-0.001115,-0.014354,0.012545,1.171252,1.495955,0.64021,?,?
808,'2022/11/20 22:46:03:953',4,-0.001638,0.001248,0.00195,1.161231,1.495053,0.643064,?,?
809,'2022/11/20 22:46:03:986',4,0.034542,0.013664,-0.020804,1.151743,1.494274,0.646889,?,?
810,'2022/11/20 22:46:04:020',4,0.013339,0.016112,-0.023652,1.144358,1.501058,0.640767,?,?
811,'2022/11/20 22:46:04:053',4,0.03324,0.020676,-0.001934,1.140359,1.509388,0.629103,?,?
812,'2022/11/20 22:46:04:086',4,0.031731,0.019983,0.018288,1.140637,1.513371,0.623009,?,?
813,'2022/11/20 22:46:04:120',4,0.000004,0.00729,-0.006375,1.145385,1.511411,0.628533,?,?
814,'2022/11/20 22:46:04:153',4,-0.027855,-0.008382,-0.004539,1.148464,1.51103,0.628764,?,?
815,'2022/11/20 22:46:04:187',4,0.044932,0.00659,0.004,1.153222,1.511685,0.626578,?,?
816,'2022/11/20 22:46:04:220',4,-0.02315,-0.006472,0.01283,1.162271,1.506691,0.634175,?,?
817,'2022/11/20 22:46:04:253',4,-0.028426,-0.0225,0.000066,1.168016,1.499251,0.643143,?,?
818,'2022/11/20 22:46:04:286',4,0.01593,0.001558,-0.004893,1.171756,1.49255,0.65174,?,?
819,'2022/11/20 22:46:04:319',4,0.043022,0.0233,0.002569,1.181887,1.485932,0.660498,?,?
820,'2022/11/20 22:46:04:353',4,-0.022888,0.008634,0.006231,1.194759,1.47724,0.668423,?,?
821,'2022/11/20 22:46:04:386',4,-0.013521,0.012628,-0.008381,1.205575,1.468478,0.678477,?,?
822,'2022/11/20 22:46:04:420',4,0.0143,0.017136,0.003422,1.21687,1.458989,0.689264,?,?
823,'2022/11/20 22:46:04:453',4,0.013232,0.003671,0.013377,1.228891,1.444411,0.7052,?,?
824,'2022/11/20 22:46:04:486',4,-0.00842,0.003441,-0.000362,1.242434,1.421806,0.729201,?,?
825,'2022/11/20 22:46:04:519',4,-0.021661,-0.00928,-0.002609,1.254196,1.400746,0.751233,?,?
826,'2022/11/20 22:46:04:552',4,0.004499,-0.009255,-0.003323,1.262618,1.385458,0.766176,?,?
827,'2022/11/20 22:46:04:586',4,0.016315,0.003987,-0.003324,1.273147,1.367145,0.783556,?,?
828,'2022/11/20 22:46:04:619',4,-0.013898,0.000873,0.002142,1.284002,1.347331,0.802449,?,?
829,'2022/11/20 22:46:04:653',4,0.013088,0.00715,-0.001696,1.29206,1.329731,0.81965,?,?
830,'2022/11/20 22:46:04:686',4,0.01126,0.014823,-0.001868,1.30308,1.305791,0.84336,?,?
831,'2022/11/20 22:46:04:720',4,-0.009571,0.004639,-0.004119,1.313103,1.280538,0.867585,?,?
832,'2022/11/20 22:46:04:753',4,-0.002783,-0.001318,0.002298,1.321847,1.255343,0.892193,?,?
833,'2022/11/20 22:46:04:785',4,-0.005037,-0.000532,0.014609,1.331537,1.216826,0.931497,?,?
834,'2022/11/20 22:46:04:820',4,-0.005747,0.009777,-0.000423,1.342042,1.169332,0.979592,?,?
835,'2022/11/20 22:46:04:852',4,0.001019,0.001768,-0.012869,1.349296,1.139985,1.00973,?,?
836,'2022/11/20 22:46:04:886',4,0.020483,0.000526,0.008848,1.358703,1.110126,1.037913,?,?
837,'2022/11/20 22:46:04:919',4,0.009888,0.000299,0.018615,1.37033,1.061384,1.084568,?,?
838,'2022/11/20 22:46:04:953',4,-0.019029,0.003239,0.009919,1.379081,1.001517,1.142909,?,?
839,'2022/11/20 22:46:04:986',4,-0.01399,0.000569,0.000921,1.3837,0.955978,1.186829,?,?
840,'2022/11/20 22:46:05:019',4,0.024277,0.004777,-0.002949,1.388837,0.900327,1.242328,?,?
841,'2022/11/20 22:46:05:053',4,0.015497,0.011864,0.005407,1.394789,0.831076,1.310761,?,?
842,'2022/11/20 22:46:05:086',4,0.004992,0.011861,0.000446,1.39883,0.766902,1.373368,?,?
843,'2022/11/20 22:46:05:119',4,-0.014779,-0.00471,0.000008,1.402886,0.684317,1.456709,?,?
844,'2022/11/20 22:46:05:151',4,-0.025924,-0.012333,0.002631,1.403749,0.613535,1.528983,?,?
845,'2022/11/20 22:46:05:190',4,-0.000237,0.00142,-0.016903,1.402404,0.54451,1.599715,?,?
846,'2022/11/20 22:46:05:220',4,0.036667,0.017731,-0.014504,1.403408,0.484234,1.661624,?,?
847,'2022/11/20 22:46:05:253',4,0.020284,0.015614,0.012726,1.409114,0.409415,1.732376,?,?
848,'2022/11/20 22:46:05:291',4,0.017329,0.010965,0.020481,1.412691,0.331918,1.806808,?,?
849,'2022/11/20 22:46:05:319',4,0.026642,0.025746,-0.017302,1.414907,0.23215,1.906303,?,?
850,'2022/11/20 22:46:05:353',4,-0.006941,0.017449,-0.024376,1.420638,0.126501,2.007882,?,?
851,'2022/11/20 22:46:05:387',4,-0.004824,0.008526,-0.037386,1.428624,0.041918,2.087368,?,?
852,'2022/11/20 22:46:05:420',4,-0.03626,-0.01109,-0.023709,1.440935,-0.064222,2.187631,?,?
853,'2022/11/20 22:46:05:452',4,-0.058873,-0.024938,0.00298,1.452332,-0.145852,2.263194,?,?
854,'2022/11/20 22:46:05:486',4,-0.020513,-0.016598,0.000992,1.45932,-0.176719,2.292963,?,?
855,'2022/11/20 22:46:05:522',4,-0.00332,-0.018941,0.007277,1.465454,-0.209837,2.32573,?,?
856,'2022/11/20 22:46:05:553',4,-0.010274,-0.00425,0.008612,1.470016,-0.234291,2.349697,?,?
857,'2022/11/20 22:46:05:586',4,0.013775,0.011243,0.006765,1.473001,-0.251074,2.367212,?,?
858,'2022/11/20 22:46:05:620',4,0.004471,0.011682,0.015099,1.475647,-0.284232,2.399728,?,?
859,'2022/11/20 22:46:05:653',4,0.031644,0.019533,0.009575,1.476865,-0.338263,2.452394,?,?
860,'2022/11/20 22:46:05:686',4,0.047369,0.023254,0.025313,1.475233,-0.414845,2.526319,?,?
861,'2022/11/20 22:46:05:719',4,0.030547,0.02252,0.019251,1.468416,-0.534499,2.642904,?,?
862,'2022/11/20 22:46:05:752',4,0.026888,0.016028,0.019329,1.456904,-0.658928,2.763921,?,?
863,'2022/11/20 22:46:05:786',4,0.009174,0.009963,0.016384,1.442564,-0.747969,2.851392,?,?
864,'2022/11/20 22:46:05:819',4,-0.027502,-0.004867,-0.000926,1.423985,-0.821567,2.925133,?,?
865,'2022/11/20 22:46:05:853',4,-0.01882,-0.00719,-0.018489,1.410881,-0.874232,2.974161,?,?
866,'2022/11/20 22:46:05:886',4,-0.029143,-0.012202,0.001994,1.401976,-0.901406,3.000535,?,?
867,'2022/11/20 22:46:05:920',4,-0.043616,-0.021702,0.000185,1.392814,-0.910439,3.010283,?,?
868,'2022/11/20 22:46:05:953',4,0.020805,0.003622,-0.013416,1.386019,-0.9076,3.008889,?,?
869,'2022/11/20 22:46:05:986',4,0.026122,0.010098,-0.018009,1.380729,-0.924981,3.023716,?,?
870,'2022/11/20 22:46:06:019',4,0.008219,0.012149,-0.015774,1.375345,-0.958116,3.053808,?,?
871,'2022/11/20 22:46:06:052',4,0.028147,0.025385,-0.004747,1.369342,-0.992576,3.08712,?,?
872,'2022/11/20 22:46:06:086',4,-0.007526,0.006475,0.001769,1.362571,-1.024459,3.117356,?,?
873,'2022/11/20 22:46:06:119',4,0.000517,0.004647,-0.006962,1.356184,-1.047431,3.141012,?,?
874,'2022/11/20 22:46:06:153',4,0.062379,0.016055,-0.007577,1.347309,-1.082457,-3.107556,?,?
875,'2022/11/20 22:46:06:186',4,-0.007674,0.009145,0.01531,1.33768,-1.12137,-3.071472,?,?
876,'2022/11/20 22:46:06:221',4,-0.037624,-0.004986,-0.000103,1.329877,-1.139894,-3.052211,?,?
877,'2022/11/20 22:46:06:253',4,-0.048347,-0.022911,0.002871,1.324827,-1.14267,-3.046599,?,?
878,'2022/11/20 22:46:06:286',4,-0.019547,-0.015508,-0.002268,1.322468,-1.137479,-3.04995,?,?
879,'2022/11/20 22:46:06:319',4,-0.009864,-0.010194,-0.008076,1.321185,-1.131131,-3.054399,?,?
880,'2022/11/20 22:46:06:352',4,-0.016975,-0.002802,-0.000207,1.321828,-1.127218,-3.056967,?,?
881,'2022/11/20 22:46:06:386',4,-0.001507,0.003918,0.013046,1.323469,-1.12416,-3.059848,?,?
882,'2022/11/20 22:46:06:420',4,-0.032142,-0.010223,0.016574,1.324924,-1.116769,-3.0681,?,?
883,'2022/11/20 22:46:06:453',4,-0.059633,-0.017009,0.014408,1.330521,-1.09437,-3.092054,?,?
884,'2022/11/20 22:46:06:486',4,-0.062543,-0.024717,0.018819,1.339593,-1.060483,-3.1285,?,?
885,'2022/11/20 22:46:06:520',4,-0.066927,-0.031627,-0.006672,1.355307,-0.996062,3.087688,?,?
886,'2022/11/20 22:46:06:553',4,-0.088815,-0.019629,-0.019314,1.378307,-0.898168,2.98862,?,?
887,'2022/11/20 22:46:06:586',4,-0.070928,-0.008068,-0.028748,1.402974,-0.776783,2.866456,?,?
888,'2022/11/20 22:46:06:621',4,-0.039481,-0.002964,-0.029895,1.43277,-0.563917,2.654681,?,?
889,'2022/11/20 22:46:06:652',4,0.012171,0.015661,-0.027,1.460308,-0.272035,2.354233,?,?
890,'2022/11/20 22:46:06:686',4,0.074564,0.034645,-0.004982,1.478903,0.061455,2.013172,?,?
891,'2022/11/20 22:46:06:720',4,-0.047594,-0.021211,0.021986,1.484824,0.417567,1.651289,?,?
892,'2022/11/20 22:46:06:753',4,0.159279,0.06912,-0.039072,1.473465,0.846404,1.218471,?,?
893,'2022/11/20 22:46:06:786',4,0.054442,0.058329,0.048914,1.469284,0.973403,1.100546,?,?
894,'2022/11/20 22:46:06:820',4,0.060765,0.051225,0.028014,1.468005,0.968843,1.108357,?,?
895,'2022/11/20 22:46:06:853',4,-0.063881,0.006499,0.005036,1.466354,0.90652,1.181938,?,?
896,'2022/11/20 22:46:06:887',4,0.075122,-0.002758,-0.020353,1.459324,0.799816,1.315204,?,?
897,'2022/11/20 22:46:06:920',4,-0.083482,-0.035624,-0.058187,1.462821,0.752697,1.362365,?,?
898,'2022/11/20 22:46:06:952',4,-0.100444,-0.064765,-0.017704,1.465872,0.844971,1.264267,?,?
899,'2022/11/20 22:46:06:986',4,0.071643,-0.053232,0.076614,1.462125,0.926719,1.182628,?,?
900,'2022/11/20 22:46:07:020',4,0.022168,-0.041349,0.077958,1.456603,0.861421,1.251615,?,?
901,'2022/11/20 22:46:07:052',4,-0.003916,-0.038641,0.057773,1.442169,0.723568,1.399047,?,?
902,'2022/11/20 22:46:07:086',4,0.103895,0.001157,-0.032598,1.435806,0.557874,1.56883,?,?
903,'2022/11/20 22:46:07:119',4,0.061419,0.036676,0.033439,1.432094,0.395492,1.737201,?,?
904,'2022/11/20 22:46:07:153',4,-0.024538,0.070692,0.056594,1.417639,0.231725,1.91152,?,?
905,'2022/11/20 22:46:07:186',4,-0.054281,-0.029246,0.000306,1.392779,0.146267,2.008948,?,?
906,'2022/11/20 22:46:07:221',4,-0.096346,0.106892,-0.027316,1.37828,0.148573,2.007381,?,?
907,'2022/11/20 22:46:07:253',4,0.006779,-0.034459,-0.042435,1.36889,0.17133,1.987068,?,?
908,'2022/11/20 22:46:07:287',4,0.109445,0.045028,-0.088308,1.370591,0.161942,2.001908,?,?
909,'2022/11/20 22:46:07:320',4,-0.00294,0.012098,-0.013533,1.381056,0.120244,2.046335,?,?
910,'2022/11/20 22:46:07:353',4,-0.067769,-0.006079,-0.031479,1.390405,0.090553,2.088269,?,?
911,'2022/11/20 22:46:07:387',4,-0.063444,-0.008834,-0.102029,1.40674,0.108579,2.078379,?,?
912,'2022/11/20 22:46:07:420',4,-0.016469,-0.005006,-0.002508,1.427565,0.155662,2.035099,?,?
913,'2022/11/20 22:46:07:454',4,-0.018639,-0.005323,0.046488,1.440463,0.235283,1.962231,?,?
914,'2022/11/20 22:46:07:487',4,-0.006483,-0.005627,0.071923,1.442009,0.322655,1.878189,?,?
915,'2022/11/20 22:46:07:519',4,0.0577,0.031113,-0.016873,1.437199,0.379221,1.824069,?,?
916,'2022/11/20 22:46:07:552',4,-0.043641,0.001642,0.012755,1.435895,0.453564,1.753465,?,?
917,'2022/11/20 22:46:07:691',4,-0.035423,-0.004048,0.079123,1.429045,0.563872,1.641617,?,?
918,'2022/11/20 22:46:07:692',4,0.020728,0.002423,0.005974,1.417632,0.632475,1.560328,?,?
919,'2022/11/20 22:46:07:692',4,0.074022,0.003259,-0.017862,1.408956,0.671959,1.520401,?,?
920,'2022/11/20 22:46:07:692',4,-0.01451,0.013014,0.004073,1.404038,0.702293,1.488226,?,?
921,'2022/11/20 22:46:07:719',4,-0.087408,0.004781,-0.010331,1.398382,0.749319,1.430926,?,?
922,'2022/11/20 22:46:07:900',4,0.043504,-0.027128,-0.009257,1.392763,0.807981,1.369876,?,?
923,'2022/11/20 22:46:07:901',4,-0.013732,-0.000381,-0.006543,1.39019,0.836701,1.337753,?,?
924,'2022/11/20 22:46:07:901',4,-0.083838,-0.009878,-0.029172,1.385047,0.884013,1.283008,?,?
925,'2022/11/20 22:46:07:901',4,0.076293,-0.004191,-0.005858,1.380612,0.929034,1.238028,?,?
926,'2022/11/20 22:46:07:902',4,0.001085,0.022241,0.018496,1.38152,0.936205,1.228704,?,?
927,'2022/11/20 22:46:08:023',4,-0.056112,0.011576,0.020689,1.378069,0.944671,1.214907,?,?
928,'2022/11/20 22:46:08:023',4,0.053165,-0.000252,0.011804,1.374269,0.946737,1.209772,?,?
929,'2022/11/20 22:46:08:023',4,0.004869,0.020467,-0.017692,1.372623,0.930107,1.226115,?,?
930,'2022/11/20 22:46:08:023',4,-0.054852,0.007265,-0.017503,1.371756,0.932215,1.220692,?,?
931,'2022/11/20 22:46:08:054',4,0.025064,-0.002703,0.004128,1.370891,0.941419,1.211045,?,?
932,'2022/11/20 22:46:08:158',4,0.008489,0.005633,-0.018931,1.371684,0.937425,1.215256,?,?
933,'2022/11/20 22:46:08:159',4,-0.062517,-0.003197,-0.009422,1.371783,0.948016,1.203304,?,?
934,'2022/11/20 22:46:08:159',4,-0.008538,-0.006288,-0.004357,1.368448,0.970828,1.181313,?,?
935,'2022/11/20 22:46:08:295',4,-0.002684,-0.013128,0.002304,1.365342,0.984717,1.170286,?,?
936,'2022/11/20 22:46:08:295',4,0.005492,-0.002272,-0.000163,1.362332,0.991734,1.166823,?,?
937,'2022/11/20 22:46:08:295',4,-0.009804,-0.003055,-0.010662,1.360032,1.002219,1.158194,?,?
938,'2022/11/20 22:46:08:295',4,0.005102,0.001695,0.002418,1.358238,1.01969,1.142108,?,?
939,'2022/11/20 22:46:08:319',4,0.03195,0.014845,-0.013287,1.358223,1.039582,1.122977,?,?
940,'2022/11/20 22:46:08:485',4,-0.030715,0.010999,0.018753,1.3596,1.05677,1.105865,?,?
941,'2022/11/20 22:46:08:485',4,0.018763,0.007412,0.025039,1.359738,1.062002,1.102666,?,?
942,'2022/11/20 22:46:08:486',4,0.019502,0.019324,0.008393,1.361032,1.054226,1.111507,?,?
943,'2022/11/20 22:46:08:486',4,-0.01737,0.010452,0.006764,1.363133,1.049983,1.115423,?,?
944,'2022/11/20 22:46:08:486',4,0.019371,0.003407,0.003069,1.365386,1.046462,1.120196,?,?
945,'2022/11/20 22:46:08:623',4,-0.045944,-0.007295,0.01907,1.367161,1.040033,1.125517,?,?
946,'2022/11/20 22:46:08:623',4,0.000921,-0.015657,0.012786,1.366036,1.030816,1.134785,?,?
947,'2022/11/20 22:46:08:623',4,0.00967,-0.010643,0.007064,1.36563,1.008965,1.155619,?,?
948,'2022/11/20 22:46:08:623',4,-0.016858,-0.006561,-0.007995,1.36492,0.988828,1.174947,?,?
949,'2022/11/20 22:46:08:652',4,-0.021597,-0.016658,-0.011836,1.363599,0.984497,1.178672,?,?
950,'2022/11/21 01:32:01:873',5,-0.00502,-0.00081,-0.013985,0.40237,-1.320839,3.081308,?,1
951,'2022/11/21 01:32:01:907',5,0.014211,0.004443,0.003919,0.401495,-1.321013,3.083594,?,1
952,'2022/11/21 01:32:01:940',5,0.008374,0.001716,0.004564,0.400374,-1.320993,3.08578,?,1
953,'2022/11/21 01:32:01:984',5,0.014538,0.002919,0.02142,0.399095,-1.32182,3.087708,?,1
954,'2022/11/21 01:32:02:007',5,0.014872,0.00074,0.018626,0.39655,-1.321035,3.088329,?,1
955,'2022/11/21 01:32:02:040',5,0.012427,0.009234,0.010629,0.393469,-1.321603,3.089697,?,1
956,'2022/11/21 01:32:02:074',5,0.015579,0.006651,0.007832,0.390691,-1.322819,3.091292,?,1
957,'2022/11/21 01:32:02:108',5,0.057222,0.008384,0.033913,0.384158,-1.32751,3.095265,?,1
958,'2022/11/21 01:32:02:145',5,0.034456,0.00569,0.020622,0.374228,-1.332474,3.098668,?,1
