@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute realinputs-1 numeric
@attribute realinputs-2 numeric
@attribute realinputs-3 numeric
@attribute realinputs-4 numeric
@attribute realinputs-5 numeric
@attribute realinputs-6 numeric
@attribute realinputs-7 numeric
@attribute realinputs-8 numeric
@attribute realinputs-9 numeric
@attribute hori_android1 numeric
@attribute verti_android1 numeric
@attribute roll_android1 {0,1,2,3}
@attribute hori_ios1 numeric
@attribute verti_ios1 numeric
@attribute roll_ios1 {0,1,2,3}
@attribute hori_ios2 numeric
@attribute verti_ios2 numeric
@attribute roll_ios2 {0,1,2,3}

@data
186,'2022/11/28 13:33:08:011',22,338.215424,-14.766457,2.264626,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
187,'2022/11/28 13:33:08:024',22,338.209442,-14.759047,2.260186,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
188,'2022/11/28 13:33:08:055',22,338.198639,-14.751206,2.256665,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
189,'2022/11/28 13:33:08:068',22,338.190002,-14.747532,2.255709,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
190,'2022/11/28 13:33:08:085',22,338.189117,-14.744382,2.25741,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
191,'2022/11/28 13:33:08:102',22,338.194977,-14.738138,2.26,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
192,'2022/11/28 13:33:08:118',22,338.205078,-14.729334,2.260786,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
193,'2022/11/28 13:33:08:150',22,338.215851,-14.717961,2.258525,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
194,'2022/11/28 13:33:08:164',22,338.222565,-14.706958,2.253261,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
195,'2022/11/28 13:33:25:213',23,336.747009,-1.537629,0.794547,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
196,'2022/11/28 13:33:25:229',23,336.759308,-1.530116,0.798437,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
197,'2022/11/28 13:33:25:261',23,336.747253,-1.532559,0.795861,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
198,'2022/11/28 13:33:25:272',23,336.747253,-1.532559,0.795861,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
199,'2022/11/28 13:33:25:292',23,336.746307,-1.541507,0.799783,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
200,'2022/11/28 13:33:25:307',23,336.751892,-1.547266,0.806309,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
201,'2022/11/28 13:33:25:339',23,336.764618,-1.551978,0.811375,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
202,'2022/11/28 13:33:25:349',23,336.764618,-1.551978,0.811375,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
203,'2022/11/28 13:33:34:714',24,336.200745,2.065596,32.458763,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
204,'2022/11/28 13:33:34:730',24,336.220917,2.078909,32.468346,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
205,'2022/11/28 13:33:34:759',24,336.247314,2.091465,32.475605,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
206,'2022/11/28 13:33:34:772',24,336.247314,2.091465,32.475605,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
207,'2022/11/28 13:33:34:791',24,336.247345,2.091666,32.473419,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
208,'2022/11/28 13:33:34:806',24,336.243591,2.096106,32.470474,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
209,'2022/11/28 13:33:34:822',24,336.244812,2.107388,32.468529,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
210,'2022/11/28 13:33:34:854',24,336.260803,2.11884,32.466511,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
211,'2022/11/28 13:33:34:865',24,336.279449,2.130072,32.461464,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
212,'2022/11/28 13:33:40:742',25,347.674042,3.539317,-33.974953,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
213,'2022/11/28 13:33:40:754',25,347.674042,3.539317,-33.974953,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
214,'2022/11/28 13:33:40:777',25,347.745636,3.546688,-33.978851,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
215,'2022/11/28 13:33:40:789',25,347.813873,3.554182,-33.983456,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
216,'2022/11/28 13:33:40:807',25,347.819519,3.566145,-33.991283,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
217,'2022/11/28 13:33:40:823',25,347.69043,3.588264,-33.999584,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
218,'2022/11/28 13:33:40:840',25,347.547272,3.614434,-34.008995,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
219,'2022/11/28 13:33:40:868',25,347.38382,3.635753,-34.020733,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
220,'2022/11/28 13:33:40:881',25,347.241241,3.649458,-34.032887,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
221,'2022/11/28 13:33:40:901',25,347.140656,3.655417,-34.042713,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
222,'2022/11/28 13:33:40:915',25,347.140656,3.655417,-34.042713,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
223,'2022/11/28 13:33:40:931',25,347.061035,3.656083,-34.047867,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
224,'2022/11/28 23:39:17:504',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
225,'2022/11/28 23:39:17:522',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
226,'2022/11/28 23:39:17:535',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
227,'2022/11/28 23:39:17:554',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
228,'2022/11/28 23:39:17:570',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
229,'2022/11/28 23:39:17:587',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
230,'2022/11/28 23:39:17:602',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
231,'2022/11/28 23:39:17:621',26,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
232,'2022/11/28 23:39:20:913',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
233,'2022/11/28 23:39:20:944',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
234,'2022/11/28 23:39:20:954',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
235,'2022/11/28 23:39:20:976',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
236,'2022/11/28 23:39:20:990',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
237,'2022/11/28 23:39:21:005',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
238,'2022/11/28 23:39:21:022',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
239,'2022/11/28 23:39:21:038',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
240,'2022/11/28 23:39:21:054',27,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
241,'2022/11/28 23:39:30:291',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
242,'2022/11/28 23:39:30:306',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
243,'2022/11/28 23:39:30:320',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
244,'2022/11/28 23:39:30:351',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
245,'2022/11/28 23:39:30:361',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
246,'2022/11/28 23:39:30:383',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
247,'2022/11/28 23:39:30:397',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
248,'2022/11/28 23:39:30:414',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
249,'2022/11/28 23:39:30:429',28,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
250,'2022/11/28 23:39:35:651',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
251,'2022/11/28 23:39:35:664',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
252,'2022/11/28 23:39:35:681',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
253,'2022/11/28 23:39:35:697',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
254,'2022/11/28 23:39:35:726',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
255,'2022/11/28 23:39:35:731',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
256,'2022/11/28 23:39:35:761',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
257,'2022/11/28 23:39:35:773',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
258,'2022/11/28 23:39:35:791',29,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
259,'2022/11/28 23:39:43:003',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
260,'2022/11/28 23:39:43:012',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
261,'2022/11/28 23:39:43:034',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
262,'2022/11/28 23:39:43:050',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
263,'2022/11/28 23:39:43:065',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
264,'2022/11/28 23:39:43:080',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
265,'2022/11/28 23:39:43:095',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
266,'2022/11/28 23:39:43:126',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
267,'2022/11/28 23:39:43:131',30,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
268,'2022/11/28 23:39:48:221',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
269,'2022/11/28 23:39:48:232',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
270,'2022/11/28 23:39:48:252',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
271,'2022/11/28 23:39:48:269',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
272,'2022/11/28 23:39:48:283',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
273,'2022/11/28 23:39:48:299',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
274,'2022/11/28 23:39:48:329',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
275,'2022/11/28 23:39:48:333',31,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
276,'2022/11/28 23:39:51:780',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
277,'2022/11/28 23:39:51:796',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
278,'2022/11/28 23:39:51:811',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
279,'2022/11/28 23:39:51:826',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
280,'2022/11/28 23:39:51:841',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
281,'2022/11/28 23:39:51:872',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
282,'2022/11/28 23:39:51:881',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
283,'2022/11/28 23:39:51:903',32,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
284,'2022/11/28 23:40:45:394',33,329.321747,6.448387,0.043078,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
285,'2022/11/28 23:40:45:409',33,329.321747,6.448387,0.043078,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
286,'2022/11/28 23:40:45:424',33,329.242859,6.474487,0.009905,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
287,'2022/11/28 23:40:45:455',33,329.136139,6.489984,-0.058478,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
288,'2022/11/28 23:40:45:465',33,329.136139,6.489984,-0.058478,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
289,'2022/11/28 23:40:45:487',33,329.085968,6.481822,-0.088375,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
290,'2022/11/28 23:40:45:501',33,329.035614,6.467762,-0.115327,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
291,'2022/11/28 23:40:45:516',33,328.989502,6.453481,-0.136502,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
292,'2022/11/28 23:40:49:122',34,294.971649,-0.956639,-0.081357,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
293,'2022/11/28 23:40:49:138',34,294.942993,-0.945773,-0.076038,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
294,'2022/11/28 23:40:49:154',34,294.886536,-0.940377,-0.076651,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
295,'2022/11/28 23:40:49:186',34,294.839539,-0.940004,-0.080937,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
296,'2022/11/28 23:40:49:197',34,294.858459,-0.940855,-0.083328,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
297,'2022/11/28 23:40:49:218',34,294.936707,-0.941011,-0.08357,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
298,'2022/11/28 23:40:49:232',34,294.936707,-0.941011,-0.08357,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
299,'2022/11/28 23:40:49:247',34,295.003632,-0.940573,-0.078755,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
300,'2022/11/28 23:40:56:420',35,305.691498,17.238068,0.71819,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
301,'2022/11/28 23:40:56:430',35,305.691498,17.238068,0.71819,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
302,'2022/11/28 23:40:56:449',35,305.79483,17.249361,0.716562,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
303,'2022/11/28 23:40:56:464',35,305.875488,17.247097,0.714174,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
304,'2022/11/28 23:40:56:495',35,305.772369,17.239044,0.725699,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
305,'2022/11/28 23:40:56:499',35,305.772369,17.239044,0.725699,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
306,'2022/11/28 23:40:56:526',35,305.67514,17.242785,0.729246,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
307,'2022/11/28 23:40:56:541',35,305.671753,17.245777,0.73145,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
308,'2022/11/28 23:40:56:557',35,305.702423,17.24548,0.731781,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
309,'2022/11/28 23:41:00:970',36,314.413116,-8.102238,1.088168,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
310,'2022/11/28 23:41:00:984',36,314.443237,-8.093711,1.08995,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
311,'2022/11/28 23:41:01:000',36,314.471466,-8.091809,1.089593,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
312,'2022/11/28 23:41:01:031',36,314.479523,-8.096342,1.086301,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
313,'2022/11/28 23:41:01:040',36,314.441742,-8.101711,1.081914,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
314,'2022/11/28 23:41:01:062',36,314.379456,-8.101586,1.077248,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
315,'2022/11/28 23:41:01:075',36,314.307465,-8.095412,1.074433,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
316,'2022/11/28 23:41:01:092',36,314.307465,-8.095412,1.074433,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
317,'2022/11/28 23:41:01:107',36,314.266968,-8.086614,1.075073,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
318,'2022/11/28 23:41:07:892',37,310.962128,4.936949,-1.077281,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
319,'2022/11/28 23:41:07:907',37,310.962128,4.936949,-1.077281,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
320,'2022/11/28 23:41:07:922',37,310.948395,4.928253,-1.097062,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
321,'2022/11/28 23:41:07:939',37,310.939545,4.918766,-1.115989,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
322,'2022/11/28 23:41:07:969',37,310.945099,4.913515,-1.132004,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
323,'2022/11/28 23:41:07:976',37,310.992096,4.915009,-1.145614,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
324,'2022/11/28 23:41:07:999',37,311.084625,4.922181,-1.154879,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
325,'2022/11/28 23:41:08:013',37,311.167267,4.93383,-1.156611,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
326,'2022/11/28 23:41:08:029',37,311.167267,4.93383,-1.156611,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
327,'2022/11/28 23:41:11:134',38,316.287262,1.638951,24.014683,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
328,'2022/11/28 23:41:11:149',38,316.287262,1.638951,24.014683,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
329,'2022/11/28 23:41:11:164',38,316.362396,1.619913,24.00626,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
330,'2022/11/28 23:41:11:180',38,316.447113,1.604268,23.997004,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
331,'2022/11/28 23:41:11:196',38,316.436188,1.593284,23.987234,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
332,'2022/11/28 23:41:11:211',38,316.436188,1.593284,23.987234,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
333,'2022/11/28 23:41:11:242',38,316.294159,1.556002,23.984291,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
334,'2022/11/28 23:41:11:246',38,316.294159,1.556002,23.984291,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
335,'2022/11/28 23:41:13:821',39,305.230164,-0.726962,-22.131313,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
336,'2022/11/28 23:41:13:830',39,305.230164,-0.726962,-22.131313,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
337,'2022/11/28 23:41:13:853',39,305.178467,-0.701255,-21.998434,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
338,'2022/11/28 23:41:13:869',39,305.178467,-0.701255,-21.998434,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
339,'2022/11/28 23:41:13:884',39,305.199585,-0.673311,-21.907951,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
340,'2022/11/28 23:41:13:899',39,305.432831,-0.638618,-21.794157,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
341,'2022/11/28 23:41:13:915',39,305.719299,-0.601483,-21.690004,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
342,'2022/11/28 23:41:13:932',39,305.719299,-0.601483,-21.690004,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
343,'2022/11/28 23:41:13:963',39,306.489746,-0.527644,-21.526741,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
344,'2022/11/28 23:41:13:969',39,306.489746,-0.527644,-21.526741,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
345,'2022/11/29 00:11:10:020',42,174.549332,5.663898,1.533192,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
346,'2022/11/29 00:11:10:039',42,174.549332,5.663898,1.533192,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
347,'2022/11/29 00:11:10:054',42,174.554703,5.663215,1.539857,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
348,'2022/11/29 00:11:10:069',42,174.55983,5.655963,1.545329,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
349,'2022/11/29 00:11:10:089',42,174.565689,5.647678,1.550673,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
350,'2022/11/29 00:11:10:107',42,174.569504,5.642622,1.553987,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
351,'2022/11/29 00:11:10:120',42,174.573669,5.639896,1.557243,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
352,'2022/11/29 00:11:10:138',42,174.573669,5.639896,1.557243,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
353,'2022/11/29 00:11:10:153',42,174.574707,5.636895,1.560107,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
354,'2022/11/29 00:11:16:575',43,231.177414,3.84409,-2.994245,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
355,'2022/11/29 00:11:16:598',43,231.170517,3.799473,-3.006311,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
356,'2022/11/29 00:11:16:614',43,231.160065,3.770412,-3.00822,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
357,'2022/11/29 00:11:16:628',43,231.148727,3.759697,-2.996402,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
358,'2022/11/29 00:11:16:645',43,231.147827,3.761959,-2.973159,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
359,'2022/11/29 00:11:16:662',43,231.218369,3.770648,-2.943762,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
360,'2022/11/29 00:11:16:678',43,231.342545,3.777656,-2.92351,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
361,'2022/11/29 00:11:16:710',43,231.473083,3.777442,-2.920852,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?
362,'2022/11/29 00:11:27:456',44,261.384308,12.924471,-2.524862,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
363,'2022/11/29 00:11:27:464',44,261.40686,12.913258,-2.527622,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
364,'2022/11/29 00:11:27:485',44,261.402863,12.898458,-2.528296,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
365,'2022/11/29 00:11:27:501',44,261.364929,12.883983,-2.525898,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
366,'2022/11/29 00:11:27:516',44,261.364929,12.883983,-2.525898,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
367,'2022/11/29 00:11:27:531',44,261.337463,12.872395,-2.527654,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
368,'2022/11/29 00:11:27:563',44,261.266998,12.846134,-2.530927,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
369,'2022/11/29 00:11:27:571',44,261.266998,12.846134,-2.530927,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
370,'2022/11/29 00:11:27:594',44,261.239563,12.834746,-2.52529,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
371,'2022/11/29 00:11:27:608',44,261.241699,12.829099,-2.52132,0,0,0,0,0,0,?,0,?,?,?,?,?,?,?
372,'2022/11/29 00:11:34:522',45,264.465088,-10.849065,-0.220761,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
373,'2022/11/29 00:11:34:530',45,264.465088,-10.849065,-0.220761,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
374,'2022/11/29 00:11:34:552',45,264.397552,-10.842118,-0.218788,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
375,'2022/11/29 00:11:34:568',45,264.312561,-10.836286,-0.210608,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
376,'2022/11/29 00:11:34:584',45,264.266327,-10.835546,-0.201409,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
377,'2022/11/29 00:11:34:598',45,264.292572,-10.838736,-0.193988,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
378,'2022/11/29 00:11:34:629',45,264.403717,-10.843037,-0.189504,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
379,'2022/11/29 00:11:34:632',45,264.403717,-10.843037,-0.189504,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
380,'2022/11/29 00:11:34:659',45,264.621033,-10.85465,-0.182406,0,0,0,0,0,0,?,10,?,?,?,?,?,?,?
381,'2022/11/29 00:11:39:623',46,256.426483,4.5345,0.377561,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
382,'2022/11/29 00:11:39:654',46,256.448914,4.546376,0.389992,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
383,'2022/11/29 00:11:39:666',46,256.437988,4.541897,0.401121,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
384,'2022/11/29 00:11:39:685',46,256.423645,4.52337,0.407299,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
385,'2022/11/29 00:11:39:700',46,256.42923,4.49778,0.409246,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
386,'2022/11/29 00:11:39:717',46,256.42923,4.49778,0.409246,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
387,'2022/11/29 00:11:39:746',46,256.541626,4.457779,0.419487,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
388,'2022/11/29 00:11:39:750',46,256.541626,4.457779,0.419487,0,0,0,0,0,0,?,?,2,?,?,?,?,?,?
389,'2022/11/29 00:11:42:763',47,261.59671,4.032548,21.668095,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
390,'2022/11/29 00:11:42:779',47,261.612671,4.034428,21.666502,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
391,'2022/11/29 00:11:42:794',47,261.612671,4.034428,21.666502,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
392,'2022/11/29 00:11:42:824',47,261.145721,4.062882,21.686468,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
393,'2022/11/29 00:11:42:828',47,261.145721,4.062882,21.686468,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
394,'2022/11/29 00:11:42:856',47,260.878052,4.082042,21.698025,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
395,'2022/11/29 00:11:42:872',47,260.667755,4.092869,21.704643,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
396,'2022/11/29 00:11:42:887',47,260.490265,4.095497,21.712435,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
397,'2022/11/29 00:11:42:903',47,260.353943,4.099926,21.726593,0,0,0,0,0,0,?,?,3,?,?,?,?,?,?
398,'2022/11/29 00:11:45:672',48,255.974075,-1.115026,-20.353006,0,0,0,0,0,0,?,?,1,?,?,?,?,?,?
399,'2022/11/29 00:11:45:703',48,256.055603,-1.005335,-20.352299,0,0,0,0,0,0,?,?,1,?,?,?,?,?,?
400,'2022/11/29 00:11:45:713',48,256.055603,-1.005335,-20.352299,0,0,0,0,0,0,?,?,1,?,?,?,?,?,?
401,'2022/11/29 00:11:45:734',48,256.090973,-0.971763,-20.348845,0,0,0,0,0,0,?,?,1,?,?,?,?,?,?
